FSCS Key,Library Name,Locale,Service Area Population,Total Circulation,Percentage of Children's Material Circulation,Electronic Material Circulation,Print Material Circulation,Other Physical Item Circulation
AL0189,STEVENSON PUBLIC LIBRARY,Rural,"5,097","4,912",25,0,"4,912",0
AL0190,KILLEN PUBLIC LIBRARY,Suburban,962,"10,138",21,7,"10,131",8
AL0191,LEXINGTON - BURCHELL CAMPBELL MEMORIAL LIBRARY,Rural,711,"19,980",25,"1,148","18,832","2,750"
AL0192,AUTAUGA - PRATTVILLE PUBLIC LIBRARY,Rural,"56,145","238,644",54,"35,520","203,124","1,115"
AL0193,FAYETTE COUNTY MEMORIAL LIBRARY,Town,"16,241","28,377",39,"3,537","24,840",43
AL0194,PHENIX CITY - RUSSELL COUNTY PUBLIC LIBRARY,Suburban,"58,237","28,459",46,"2,905","25,554",73
AL0195,SELMA - DALLAS COUNTY PUBLIC LIBRARY,Town,"36,098","26,133",29,"5,103","21,030",0
AL0196,TUSCALOOSA PUBLIC LIBRARY,City,"210,758","646,845",38,"188,815","458,030",834
AL0197,WILCOX COUNTY LIBRARY,Rural,"10,206","6,908",48,577,"6,331",103
AL0198,MONROE COUNTY PUBLIC LIBRARY,Town,"20,459","8,811",13,"1,774","7,037",56
AL0199,CULLMAN COUNTY PUBLIC LIBRARY,Town,"84,515","111,872",28,"28,289","83,583",527
AL0200,VALLEY - H. GRADY BRADSHAW / CHAMBERS COUNTY LIBRARY,Town,"32,865","56,729",41,"14,782","41,947",290
AL0203,HOKES BLUFF PUBLIC LIBRARY,Suburban,"4,240","7,687",25,895,"6,792",0
AL0204,RAGLAND PUBLIC LIBRARY,Rural,"8,475","3,091",28,0,"3,091",9
AL0206,HAYNEVILLE - LOWNDES COUNTY PUBLIC LIBRARY,Rural,"5,126","5,119",30,0,"5,119",453
AL0208,IDER PUBLIC LIBRARY,Rural,737,"1,989",10,173,"1,816",57
AL0209,EUFAULA CARNEGIE LIBRARY,Town,"13,724","22,019",17,"8,084","13,935",60
AL0210,GRANT PUBLIC LIBRARY,Rural,902,"4,986",54,468,"4,518",0
AL0211,DALEVILLE PUBLIC LIBRARY,Town,"7,627","6,088",35,"1,211","4,877",9
AL0216,COURTLAND PUBLIC LIBRARY,Rural,"1,203","1,351",45,0,"1,351",0
AL0217,EVA PUBLIC LIBRARY,Rural,943,"5,827",70,0,"5,827",45
AL0218,CROSSVILLE PUBLIC LIBRARY,Rural,"1,847","4,013",11,150,"3,863",0
AL0219,WALNUT GROVE - WESTSIDE PUBLIC LIBRARY,Rural,692,508,17,0,508,0
AL0222,ORANGE BEACH PUBLIC LIBRARY,Suburban,"6,343","132,660",38,"22,082","110,578",542
AL0223,SATSUMA PUBLIC LIBRARY,Suburban,"6,206","6,643",33,243,"6,400",30
AL0225,FALKVILLE PUBLIC LIBRARY,Rural,"1,701","3,241",6,0,"3,241",0
AL0226,SPRINGVILLE PUBLIC LIBRARY,Town,"11,142","67,628",67,"5,948","61,680","5,692"
AL0227,BRIDGEPORT - LENA CAGLE PUBLIC LIBRARY,Town,"5,473","1,459",22,0,"1,459",0
AL0229,WEST BLOCTON PUBLIC LIBRARY,Rural,"1,228",599,19,0,599,0
AL0231,CARBON HILL CITY LIBRARY,Rural,"1,885",990,8,268,722,17
AL0238,OHATCHEE PUBLIC LIBRARY,Rural,"1,148","4,655",35,0,"4,655",0
AL0239,SOMERVILLE PUBLIC LIBRARY,Rural,"1,227",917,28,0,917,1
AL0240,CHELSEA PUBLIC LIBRARY,Suburban,"14,608","296,459",27,"184,009","112,450",786
AL0241,DUTTON PUBLIC LIBRARY,Rural,"3,509",453,12,0,453,0
AL0242,FORT DEPOSIT PUBLIC LIBRARY,Rural,"2,462","1,500",13,0,"1,500",0
AL0243,SUMMERDALE - MARJORIE YOUNCE SNOOK PUBLIC LIBRARY,Rural,"1,792","27,743",22,"1,866","25,877",0
AL0244,CLAY PUBLIC LIBRARY,Rural,"10,042","20,737",58,"4,658","16,079",133
AL0245,ECLECTIC PUBLIC LIBRARY,Rural,"1,008","4,407",23,674,"3,733",0
AL0246,HOBSON CITY PUBLIC LIBRARY,Suburban,749,521,36,166,355,82
AL0247,MUNFORD PUBLIC LIBRARY,Rural,"1,345","4,163",77,0,"4,163",0
AL0248,SOUTHSIDE PUBLIC LIBRARY,Suburban,"9,046","18,429",48,313,"18,116",310
AL0249,STEELE PUBLIC LIBRARY,Rural,"7,850",377,21,0,377,0
AL0250,PINSON PUBLIC LIBRARY,Suburban,"7,060","53,834",37,"12,556","41,278",229
AL0251,GLENCOE PUBLIC LIBRARY,Suburban,"5,080","2,500",31,57,"2,443",0
AL0252,MAGNOLIA SPRINGS PUBLIC LIBRARY,Rural,831,"4,241",28,300,"3,941",30
AL0253,TOWN CREEK PUBLIC LIBRARY,Rural,"1,046","7,629",12,0,"7,629",0
AL0254,JEFFERSON COUNTY LIBRARY COOPERATIVE,City,"96,526","52,814",0,"52,814",0,0
AL0256,PICKENS COUNTY COOPERATIVE LIBRARY,Rural,"13,487",14,0,0,14,0
AL0257,R.L. HADDEN MEMORIAL LIBRARY,Rural,"2,367","16,312",6,"13,055","3,257",231
AL8004,MT. VERNON PUBLIC LIBRARY,Rural,"1,504","2,776",10,0,"2,776",0
AL8007,LINDA DURAN PUBLIC LIBRARY,Rural,"5,320","8,561",13,0,"8,561",721
AL8008,SARDIS CITY PUBLIC LIBRARY,Rural,"1,776","2,370",7,301,"2,069",0
AL8009,WOODSTOCK COMMUNITY LIBRARY,Rural,"2,628","2,350",27,0,"2,350",0
AL8010,NEWBERN PUBLIC LIBRARY,Rural,832,534,33,100,434,0
AL8011,SPANISH FORT PUBLIC LIBRARY,Suburban,"9,460","64,620",55,"9,985","54,635",0
AL8012,ELBERTA PUBLIC LIBRARY,Rural,"1,753","3,165",33,0,"3,165",1
AL8013,CENTER POINT PUBLIC LIBRARY,Suburban,"15,815","14,231",32,"2,934","11,297",115
AR0001,CENTRAL ARKANSAS LIBRARY SYSTEM,City,"336,463","2,245,364",28,"862,307","1,383,057","8,080"
AR0002,WASHINGTON COUNTY LIBRARY SYSTEM,City,"151,597","826,415",39,"163,602","662,813","2,615"
AR0003,MARION COUNTY LIBRARY,Rural,"16,694","33,479",14,"10,612","22,867","2,698"
AR0004,SOUTHWEST ARKANSAS REGIONAL LIBRARY,Town,"18,970","14,631",14,"2,162","12,469",286
AR0005,MID ARKANSAS REGIONAL LIBRARY SYSTEM,Town,"189,438","663,012",26,"265,534","397,478","8,990"
AR0006,GARLAND COUNTY LIBRARY,City,"99,386","658,627",24,"121,170","537,457","3,565"
AR0007,WHITE RIVER REGIONAL LIBRARY,Rural,"80,973","142,846",23,"23,266","119,580",0
AR0008,PINE BLUFF/JEFFERSON COUNTY LIBRARY SYSTEM,City,"66,824","787,519",2,"633,039","154,480",484
AR0009,CROWLEY RIDGE REGIONAL LIBRARY,City,"133,860","402,377",22,"218,368","184,009",19
AR0010,COLUMBIA COUNTY LIBRARY,Town,"23,457","64,326",35,"12,446","51,880",0
AR0011,FORT SMITH PUBLIC LIBRARY,City,"87,891","300,504",37,"91,356","209,148",0
AR0012,ARKANSAS RIVER VALLEY REGIONAL LIBRARY,Town,"87,100","184,692",28,"45,092","139,600","2,634"
AR0013,NORTHEAST ARKANSAS REGIONAL LIBRARY,Town,"75,834","177,983",20,"57,244","120,739","1,279"
AR0014,SOUTHEAST ARKANSAS REGIONAL LIBRARY,Town,"63,485","127,305",18,"27,197","100,108",156
AR0015,PHILLIPS LEE MONROE REGIONAL LIBRARY SYSTEM,Town,"33,340","7,108",12,0,"7,108",0
AR0016,NORTH LITTLE ROCK PUBLIC LIBRARY SYSTEM,City,"65,903","111,095",31,"22,522","88,573","2,716"
AR0017,FAULKNER-VAN BUREN REGIONAL LIBRARY SYSTEM,City,"142,552","397,207",23,"185,744","211,463","3,627"
AR0019,WHITE COUNTY REGIONAL LIBRARY SYSTEM,Town,"78,753","384,585",34,"114,879","269,706",534
AR0020,BARTON LIBRARY,Town,"38,682","74,398",32,"27,426","46,972",0
AR0021,POPE COUNTY LIBRARY SYSTEM,Town,"64,072","252,505",23,"55,559","196,946","8,132"
AR0023,SCOTT SEBASTIAN REGIONAL LIBRARY,Town,"50,217","56,114",35,"12,211","43,903",0
AR0024,EAST CENTRAL ARKANSAS REGIONAL LIBRARY SYSTEM,Town,"22,739","27,031",24,"9,003","18,028",95
AR0025,WEST MEMPHIS PUBLIC LIBRARY,Suburban,"24,402","20,437",22,"7,082","13,355",0
AR0026,ASHLEY COUNTY LIBRARY,Town,"20,492","36,354",20,"8,008","28,346",0
AR0027,W.A. BILLINGSLEY/JACKSON COUNTY LIBRARY,Town,"16,719","10,523",14,"3,396","7,127",0
AR0028,TEXARKANA PUBLIC LIBRARY,City,"68,716","62,418",30,"11,294","51,124",50
AR0030,CONWAY COUNTY LIBRARY,Town,"20,846","22,279",22,"3,217","19,062",10
AR0031,LAWRENCE COUNTY LIBRARY,Town,"16,406","56,151",26,"16,906","39,245",89
AR0037,FORREST CITY PUBLIC LIBRARY,Town,"13,820","7,956",4,"2,639","5,317",142
AR0038,BENTONVILLE PUBLIC LIBRARY,City,"54,909","648,113",58,"63,544","584,569","10,959"
AR0039,BAXTER COUNTY LIBRARY,Rural,"41,932","256,902",27,"51,165","205,737",329
AR0040,MISSISSIPPI/CRITTENDEN REGIONAL LIBRARY,Town,"64,204","53,187",18,"17,013","36,174",396
AR0041,LONOKE COUNTY LIBRARY SYSTEM,Town,"73,309","277,308",37,"59,993","217,315",342
AR0042,ARKANSAS COUNTY LIBRARY,Town,"17,486","40,284",25,"3,966","36,318",0
AR0043,TRUMANN PUBLIC LIBRARY,Town,"6,969","6,854",24,0,"6,854",0
AR0044,BELLA VISTA PUBLIC LIBRARY,Suburban,"28,872","116,297",24,"24,302","91,995",
AR0044,BELLA VISTA PUBLIC LIBRARY,Suburban,"28,872",,,,,-1
AR0047,ROGERS PUBLIC LIBRARY,City,"68,669","311,537",39,"81,996","229,541",35
AR0048,CRAWFORD COUNTY LIBRARY SYSTEM,Suburban,"63,257","219,559",32,"31,277","188,282","5,357"
AR0049,CARROLL AND MADISON LIBRARY SYSTEM,Town,"43,718","240,001",24,"30,768","209,233","1,489"
AR0050,BOONE COUNTY LIBRARY,Town,"37,432","149,863",38,"28,100","121,763",288
AR0051,NEWTON COUNTY,Rural,"7,753","24,086",24,"6,123","17,963",655
AR0060,CLARK COUNTY LIBRARY,Town,"22,320","46,950",26,"20,626","26,324",233
AR0061,LAFAYETTE COUNTY LIBRARY,Rural,"6,624","1,786",23,0,"1,786",
AR0061,LAFAYETTE COUNTY LIBRARY,Rural,"6,624",,,,,-1
AR0062,OUACHITA MOUNTAINS REGIONAL LIBRARY,Rural,"29,052","44,707",17,"12,756","31,951",40
AR0063,PUBLIC LIBRARY OF CAMDEN & OUACHITA COUNTY,Town,"24,098","23,441",19,"3,560","19,881",0
AR0064,CALHOUN COUNTY LIBRARY,Rural,"5,189","5,406",29,"2,517","2,889",0
AR0066,FAYETTEVILLE PUBLIC LIBRARY,City,"87,590","1,049,172",38,"317,743","731,429","3,964"
AR0068,PEA RIDGE COMMUNITY LIBRARY,Suburban,"2,346","24,367",8,"11,618","12,749",
AR0068,PEA RIDGE COMMUNITY LIBRARY,Suburban,"2,346",,,,,-1
AR0069,GRAVETTE PUBLIC LIBRARY,Rural,"3,516","15,692",46,"2,379","13,313",424
AR0070,JIM G. FERGUSON SEARCY COUNTY LIBRARY,Rural,"1,136","29,844",3,0,"29,844",
AR0070,JIM G. FERGUSON SEARCY COUNTY LIBRARY,Rural,"1,136",,,,,-1
AR0071,"FAIRFIELD BAY LIBRARY, INCORPORATED",Rural,"2,189","10,824",16,0,"10,824",
AR0071,"FAIRFIELD BAY LIBRARY, INCORPORATED",Rural,"2,189",,,,,-1
AR0076,HEMPSTEAD COUNTY LIBRARY,Town,"21,532","31,792",11,"8,478","23,314",0
AR0077,GENTRY PUBLIC LIBRARY,Town,"4,023","23,998",44,"4,231","19,767",35
AR0078,IVA JANE PEEK LIBRARY HQ,Rural,"1,790","1,137",24,0,"1,137",0
AR0079,SILOAM SPRINGS PUBLIC LIBRARY,Town,"17,101","92,823",39,"20,441","72,382",0
AR0080,SULPHUR SPRINGS PUBLIC LIBRARY HQ,Rural,529,"1,910",22,699,"1,211",
AR0080,SULPHUR SPRINGS PUBLIC LIBRARY HQ,Rural,529,,,,,-1
AR0081,TRI-COUNTY REGIONAL LIBRARY SYSTEM,Town,"42,468","61,795",17,"5,876","55,919",399
AR0082,INDEPENDENCE COUNTY LIBRARY,Town,"37,825","178,768",34,"24,008","154,760",486
AR0083,PRAIRIE COUNTY LIBRARY,Rural,"8,062","36,611",24,0,"36,611",0
AS0001,FELETI BARSTOW PUBLIC LIBRARY,Town,"51,269","6,495",36,"4,143","2,352",7
AZ0001,APACHE COUNTY LIBRARY DISTRICT OFFICE,Town,"66,848","295,437",10,"193,682","101,755",27
AZ0009,COCHISE COUNTY LIBRARY DISTRICT,Town,"126,648","52,376",19,"14,902","37,474",18
AZ0025,CLIFTON PUBLIC LIBRARY,Town,"3,909","3,464",27,801,"2,663",55
AZ0026,SAFFORD CITY-GRAHAM COUNTY LIBRARY,Town,"39,010","117,524",43,"10,973","106,551",177
AZ0027,PARKER PUBLIC LIBRARY,Town,"3,434","78,284",8,"55,030","23,254",109
AZ0028,MARICOPA COUNTY LIBRARY DISTRICT OFFICE,Suburban,"4,586,431","9,600,053",41,"4,267,360","5,332,693","10,610"
AZ0029,AVONDALE PUBLIC LIBRARY,Suburban,"92,324","206,028",7,"44,332","161,696",893
AZ0030,BUCKEYE PUBLIC LIBRARY,Suburban,"106,316","462,091",35,"182,165","279,926","1,876"
AZ0031,CHANDLER PUBLIC LIBRARY,City,"282,891","1,341,671",52,"261,405","1,080,266",0
AZ0033,GLENDALE PUBLIC LIBRARY,Suburban,"254,005","1,328,972",38,"375,053","953,919","5,157"
AZ0034,MESA PUBLIC LIBRARY,City,"516,429","2,350,215",34,"824,529","1,525,686",0
AZ0035,PHOENIX PUBLIC LIBRARY,City,"1,657,035","8,265,178",27,"3,642,962","4,622,216","54,185"
AZ0036,SCOTTSDALE PUBLIC LIBRARY,City,"244,959","1,751,962",35,"612,077","1,139,885",494
AZ0038,TEMPE PUBLIC LIBRARY,City,"187,354","715,490",29,"294,629","420,861",5
AZ0039,TOLLESON PUBLIC LIBRARY,Suburban,"7,315","33,525",32,"17,839","15,686","3,752"
AZ0040,WICKENBURG PUBLIC LIBRARY,Town,"8,034","36,205",15,"11,310","24,895",53
AZ0042,MOHAVE COUNTY LIBRARY DISTRICT,Town,"221,105","452,843",20,"85,113","367,730",24
AZ0048,WHITERIVER PUBLIC LIBRARY,Town,"14,854",291,41,166,125,
AZ0048,WHITERIVER PUBLIC LIBRARY,Town,"14,854",,,,,-1
AZ0050,PINAL COUNTY LIBRARY DISTRICT,Town,"453,924","253,949",1,"66,564","187,385",327
AZ0064,PIMA COUNTY PUBLIC LIBRARY,City,"1,072,298","3,710,234",21,"1,611,390","2,098,844","3,873"
AZ0065,NOGALES/SANTA CRUZ COUNTY PUBLIC LIBRARY,Town,"49,039","71,523",6,0,"71,523",0
AZ0066,PATAGONIA PUBLIC LIBRARY,Rural,804,"11,994",4,"1,757","10,237",15
AZ0067,YAVAPAI COUNTY FREE LIBRARY DISTRICT,Rural,"245,389","183,830",25,"16,188","167,642",356
AZ0082,YUMA COUNTY LIBRARY DISTRICT,City,"209,920","596,928",28,"130,134","466,794",326
AZ0084,DUNCAN PUBLIC LIBRARY,Rural,696,"8,347",41,0,"8,347",286
AZ0086,DESERT FOOTHILLS LIBRARY,Rural,"5,173","83,272",6,"13,776","69,496",81
AZ0088,PEORIA PUBLIC LIBRARY SYSTEM,Suburban,"199,424","1,174,526",48,"258,246","916,280","9,547"
AZ0092,YOUNGTOWN PUBLIC LIBRARY,Suburban,"7,060","2,540",18,28,"2,512",0
AZ0100,NAVAJO NATION LIBRARY,Town,"96,276","85,920",43,"78,867","7,053",
AZ0100,NAVAJO NATION LIBRARY,Town,"96,276",,,,,-1
AZ0102,GILA COUNTY LIBRARY DISTRICT,Town,"53,838",433,0,185,248,0
AZ0103,COLORADO RIVER INDIAN TRIBES LIBRARY/ARCHIVES,Rural,"7,276","10,455",88,290,"10,165",
AZ0103,COLORADO RIVER INDIAN TRIBES LIBRARY/ARCHIVES,Rural,"7,276",,,,,-1
AZ0104,QUARTZSITE PUBLIC LIBRARY,Town,"2,417","151,536",0,"73,046","78,490",0
AZ0106,PIMA PUBLIC LIBRARY,Town,"3,009","20,191",16,107,"20,084",
AZ0106,PIMA PUBLIC LIBRARY,Town,"3,009",,,,,-1
AZ0107,NAVAJO COUNTY LIBRARY DISTRICT,Town,"108,580","7,790",22,289,"7,501",57
AZ0110,BENSON PUBLIC LIBRARY,Town,"5,388","49,884",21,"6,019","43,865",7
AZ0111,COPPER QUEEN LIBRARY,Town,"5,045","59,606",14,"10,363","49,243",797
AZ0112,DOUGLAS PUBLIC LIBRARY,Town,"15,713","14,503",21,"1,632","12,871",159
AZ0113,HUACHUCA CITY PUBLIC LIBRARY,Rural,"1,626","10,024",22,471,"9,553",468
AZ0114,SIERRA VISTA PUBLIC LIBRARY,City,"45,773","295,803",32,"37,945","257,858","1,674"
AZ0115,TOMBSTONE CITY LIBRARY,Rural,"1,376","5,187",5,178,"5,009",0
AZ0116,ELSIE S. HOGAN COMMUNITY LIBRARY,Town,"3,248","15,649",23,"2,786","12,863",61
AZ0117,APACHE JUNCTION PUBLIC LIBRARY,Rural,"39,251","484,492",17,"172,619","311,873","4,601"
AZ0118,CASA GRANDE PUBLIC LIBRARY,City,"58,648","317,373",23,"101,587","215,786","2,950"
AZ0119,VENITO GARCIA LIBRARY AND ARCHIVES,Rural,"2,323",37,73,0,37,
AZ0119,VENITO GARCIA LIBRARY AND ARCHIVES,Rural,"2,323",,,,,-1
AZ0122,COCOPAH TRIBAL LIBRARY,Rural,"1,252","4,745",53,"4,524",221,
AZ0122,COCOPAH TRIBAL LIBRARY,Rural,"1,252",,,,,-1
AZ0123,SALT RIVER TRIBAL LIBRARY,Suburban,"6,943",819,29,0,819,17
AZ0124,GLOBE PUBLIC LIBRARY,Town,"7,198","29,550",31,"4,175","25,375",114
AZ0125,HAYDEN PUBLIC LIBRARY,Rural,512,"1,942",9,362,"1,580",0
AZ0126,MIAMI MEMORIAL LIBRARY,Town,"1,539","4,579",18,"1,271","3,308",9
AZ0127,PAYSON PUBLIC LIBRARY,Town,"16,632","97,862",17,"8,533","89,329","1,746"
AZ0128,ISABELLE HUNT MEMORIAL PUBLIC LIBRARY,Rural,"1,953","13,977",16,"1,271","12,706",0
AZ0129,SAN CARLOS PUBLIC LIBRARY,Town,"10,815","10,488",7,907,"9,581",0
AZ0130,TONTO BASIN PUBLIC LIBRARY,Rural,"1,444","15,671",27,"1,088","14,583",0
AZ0131,YOUNG PUBLIC LIBRARY,Rural,588,"1,372",58,362,"1,010",1
AZ0133,COOLIDGE PUBLIC LIBRARY,Town,"15,984","50,612",39,"1,820","48,792",230
AZ0134,ELOY SANTA CRUZ LIBRARY,Town,"16,748","115,807",2,"107,483","8,324",3
AZ0135,FLORENCE COMMUNITY LIBRARY,Rural,"25,207","53,796",29,"6,091","47,705",
AZ0135,FLORENCE COMMUNITY LIBRARY,Rural,"25,207",,,,,-1
AZ0136,KEARNY PUBLIC LIBRARY,Rural,"1,743","8,447",41,484,"7,963",
AZ0136,KEARNY PUBLIC LIBRARY,Rural,"1,743",,,,,-1
AZ0137,MAMMOTH PUBLIC LIBRARY,Rural,"1,079","5,472",39,43,"5,429",
AZ0137,MAMMOTH PUBLIC LIBRARY,Rural,"1,079",,,,,-1
AZ0138,MARICOPA LIBRARY & CULTURAL CENTER,Rural,"64,742","291,745",48,"11,963","279,782",812
AZ0141,SUPERIOR PUBLIC LIBRARY,Town,"2,426","4,777",13,71,"4,706",0
AZ0145,CAMP VERDE COMMUNITY LIBRARY,Town,"12,430","75,421",25,"11,278","64,143",94
AZ0146,CHINO VALLEY PUBLIC LIBRARY,Town,"13,662","95,468",33,"10,198","85,270",499
AZ0150,COTTONWOOD PUBLIC LIBRARY,Town,"12,296","221,793",22,"32,856","188,937",88
AZ0152,JEROME PUBLIC LIBRARY,Rural,467,"2,783",5,129,"2,654",0
AZ0154,PRESCOTT VALLEY PUBLIC LIBRARY,City,"49,069","409,627",34,"52,622","357,005","1,500"
AZ0155,SEDONA PUBLIC LIBRARY,Rural,"9,834","222,034",15,"42,454","179,580",544
AZ0158,PRESCOTT PUBLIC LIBRARY,City,"47,450","704,809",22,"121,444","583,365","1,454"
AZ0160,HOLBROOK PUBLIC LIBRARY,Town,"4,886","22,149",30,302,"21,847",
AZ0160,HOLBROOK PUBLIC LIBRARY,Town,"4,886",,,,,-1
AZ0161,PINETOP-LAKESIDE PUBLIC LIBRARY,Town,"4,073","32,935",5,433,"32,502",186
AZ0162,SHOW LOW PUBLIC LIBRARY,Town,"12,132","100,206",28,"1,819","98,387","1,227"
AZ0163,SNOWFLAKE-TAYLOR PUBLIC LIBRARY,Town,"10,687","55,076",58,709,"54,367",97
AZ0164,WINSLOW PUBLIC LIBRARY,Town,"8,774","20,099",38,179,"19,920",197
AZ0165,FREDONIA PUBLIC LIBRARY,Rural,"1,374","5,360",30,583,"4,777",144
AZ0167,PAGE PUBLIC LIBRARY,Town,"7,642","50,269",17,"3,009","47,260","1,240"
AZ0168,WILLIAMS PUBLIC LIBRARY,Town,"3,538","19,642",5,858,"18,784",0
AZ0169,FLAGSTAFF CITY-COCONINO COUNTY PUBLIC LIBRARY,City,"149,647","427,557",33,"77,578","349,979","1,758"
AZ0173,THE EDWARD MCELWAIN MEMORIAL LIBRARY,Rural,"1,576","12,790",25,"5,695","7,095",
AZ0173,THE EDWARD MCELWAIN MEMORIAL LIBRARY,Rural,"1,576",,,,,-1
AZ0174,KAIBAB PAIUTE TRIBAL LIBRARY,Rural,300,360,27,110,250,25
AZ0175,FT. MCDOWELL YAVAPAI NATION TRIBAL LIBRARY,Rural,"1,057","21,025",10,"3,819","17,206",0
AZ0176,IRA H. HAYES MEMORIAL LIBRARY,Rural,"12,083","52,244",33,"18,089","34,155",
AZ0176,IRA H. HAYES MEMORIAL LIBRARY,Rural,"12,083",,,,,-1
AZ0177,LA PAZ COUNTY SERVICES,Rural,"16,860","45,541",8,"4,287","41,254",0
AZ0178,AVA ICH ASIIT TRIBAL LIBRARY,Town,"1,178",159,27,0,159,
AZ0178,AVA ICH ASIIT TRIBAL LIBRARY,Town,"1,178",,,,,-1
AZ0179,DR. FERNANDO ESCALANTE TRIBAL LIBRARY,Suburban,"21,237","18,929",41,"17,009","1,920",
AZ0179,DR. FERNANDO ESCALANTE TRIBAL LIBRARY,Suburban,"21,237",,,,,-1
AZ0180,YAVAPAI-PRESCOTT TRIBAL LIBRARY,City,309,"1,391",44,0,"1,391",
AZ0180,YAVAPAI-PRESCOTT TRIBAL LIBRARY,City,309,,,,,-1
AZ0181,HOPI PUBLIC LIBRARY,Rural,"14,537",126,41,113,13,
AZ0181,HOPI PUBLIC LIBRARY,Rural,"14,537",,,,,-1
AZ0182,AK-CHIN INDIAN COMMUNITY LIBRARY,Rural,"1,241","10,589",23,"8,699","1,890",
AZ0182,AK-CHIN INDIAN COMMUNITY LIBRARY,Rural,"1,241",,,,,-1
AZ0183,SAN LUCY LIBRARY,Rural,482,"3,912",25,"1,742","2,170",
AZ0183,SAN LUCY LIBRARY,Rural,482,,,,,-1
AZ0184,SAN XAVIER LEARNING CENTER LIBRARY,Suburban,"2,278","8,934",37,0,"8,934",
AZ0184,SAN XAVIER LEARNING CENTER LIBRARY,Suburban,"2,278",,,,,-1
CA0001,ALAMEDA COUNTY LIBRARY,Suburban,"588,941","5,331,573",60,"951,342","4,380,231",0
CA0002,ALAMEDA FREE LIBRARY,Suburban,"77,784","562,536",48,"69,249","493,287",
CA0002,ALAMEDA FREE LIBRARY,Suburban,"77,784",,,,,-1
CA0003,ALHAMBRA CIVIC CENTER LIBRARY,Suburban,"81,834","269,328",59,"23,492","245,836",197
CA0004,ALPINE COUNTY LIBRARY/ARCHIVES,Rural,"1,200","8,392",20,"2,781","5,611","5,543"
CA0005,ALTADENA LIBRARY DISTRICT,Suburban,"42,778","229,658",40,"61,626","168,032","4,069"
CA0006,AMADOR COUNTY LIBRARY,Town,"40,297","32,746",17,"12,723","20,023",0
CA0007,ANAHEIM PUBLIC LIBRARY,City,"341,245","714,466",58,"181,583","532,883","1,389"
CA0008,ARCADIA PUBLIC LIBRARY,City,"55,934","439,336",64,"46,799","392,537",112
CA0009,PLACER COUNTY LIBRARY,Town,"200,000","758,357",32,"183,771","574,586","2,288"
CA0010,AZUSA CITY LIBRARY,Suburban,"49,704","13,609",49,"4,990","8,619",
CA0010,AZUSA CITY LIBRARY,Suburban,"49,704",,,,,-1
CA0011,BERKELEY PUBLIC LIBRARY,City,"124,563","2,166,596",31,"768,657","1,397,939","31,996"
CA0012,BEVERLY HILLS PUBLIC LIBRARY,Suburban,"32,265","253,650",48,"35,867","217,783",
CA0012,BEVERLY HILLS PUBLIC LIBRARY,Suburban,"32,265",,,,,-1
CA0013,BRAWLEY PUBLIC LIBRARY,Town,"26,952","14,190",7,"1,354","12,836",551
CA0014,BUENA PARK LIBRARY DISTRICT,Suburban,"83,430","244,869",52,"33,336","211,533",313
CA0015,BURBANK PUBLIC LIBRARY,City,"105,451","695,837",47,"83,763","612,074",804
CA0016,BURLINGAME PUBLIC LIBRARY,Suburban,"37,877","628,472",54,"77,995","550,477","2,297"
CA0017,BUTTE COUNTY LIBRARY,Town,"201,608","502,353",38,"94,745","407,608",38
CA0018,CALAVERAS COUNTY LIBRARY,Rural,"45,049","89,785",38,"14,734","75,051","1,244"
CA0019,CAMARENA MEMORIAL PUBLIC LIBRARY,Suburban,"38,711","15,393",45,"5,533","9,860",0
CA0020,CARLSBAD CITY LIBRARY,City,"115,585","1,008,522",47,"175,738","832,784",145
CA0021,HARRISON MEMORIAL LIBRARY,Suburban,"3,041","103,199",18,"47,785","55,414",0
CA0022,CERRITOS PUBLIC LIBRARY,Suburban,"48,634","227,414",62,"22,712","204,702",0
CA0023,CHULA VISTA PUBLIC LIBRARY,City,"276,785","491,175",23,"32,250","458,925","3,258"
CA0024,COALINGA-HURON LIBRARY DISTRICT,Town,"23,447","22,266",34,"2,975","19,291",159
CA0025,COLTON PUBLIC LIBRARY,Suburban,"53,617","12,338",65,0,"12,338",0
CA0026,COLUSA COUNTY FREE LIBRARY,Town,"21,807","50,845",47,"2,265","48,580",0
CA0027,CITY OF COMMERCE PUBLIC LIBRARY,Suburban,"12,140","36,407",30,"15,709","20,698",0
CA0028,CONTRA COSTA COUNTY LIBRARY,Suburban,"1,042,066","5,868,146",48,"1,533,914","4,334,232","5,330"
CA0029,CORONA PUBLIC LIBRARY,City,"156,778","280,433",70,"28,413","252,020",
CA0029,CORONA PUBLIC LIBRARY,City,"156,778",,,,,-1
CA0030,COVINA PUBLIC LIBRARY,Suburban,"50,449","50,454",64,"4,051","46,403",12
CA0031,DALY CITY PUBLIC LIBRARY,Suburban,"102,875","413,719",44,"76,409","337,310",219
CA0032,DEL NORTE COUNTY LIBRARY DISTRICT,Town,"27,218","62,595",22,"7,000","55,595",8
CA0034,DOWNEY CITY LIBRARY,Suburban,"112,584","160,278",55,"19,724","140,554",
CA0034,DOWNEY CITY LIBRARY,Suburban,"112,584",,,,,-1
CA0035,EL CENTRO PUBLIC LIBRARY,City,"44,508","16,059",58,0,"16,059",209
CA0036,EL DORADO COUNTY LIBRARY,Town,"190,465","749,719",43,"123,055","626,664",
