FSCS Key,Library Name,Locale,Suppression Note,Service Area Population,Local Revenue ($),State Revenue ($),Federal Revenue ($),Other Revenue ($),Total Revenue ($)
PA0069,CAMBRIDGE SPRINGS PUB LIBRARY ASSOCIATION,Town,,"7,979","49,036","17,689",0,"27,674","94,399"
PA0070,MARGARET SHONTZ MEM LIBRARY,Town,,"3,959","39,350","17,689",0,"25,368","82,407"
PA0071,JAMES A STONE MEMORIAL LIBRARY,Rural,,"3,271","42,664","17,689",0,"18,776","79,129"
PA0072,LINESVILLE COMMUNITY PUBLIC LIBRARY,Rural,,"4,930","42,664","17,689",0,"15,296","75,649"
PA0073,SAEGERTOWN AREA LIBRARY,Town,,"3,766","42,092","17,689","9,853","28,729","98,363"
PA0074,"BENSON MEMORIAL LIBRARY, INC.",Town,,"13,299","141,318","151,074",0,"203,687","496,079"
PA0076,ALBION AREA PUBLIC LIBRARY,Town,,"1,528","13,880","4,385","5,231","39,304","62,800"
PA0077,CORRY PUBLIC LIBRARY,Town,,"11,422","247,014","43,599",0,"41,900","332,513"
PA0080,MCCORD MEMORIAL LIBRARY,Town,,"10,635","87,632","42,364","65,064","59,102","254,162"
PA0081,UNION CITY PUBLIC LIBRARY,Town,,"6,330","43,916","25,386","6,626","32,484","108,412"
PA0082,WATERFORD PUBLIC LIBRARY,Rural,,"1,476","27,293","4,159","2,358","12,220","46,030"
PA0083,SHEFFIELD TOWNSHIP LIBRARY,Rural,,"2,018","24,533","5,766","5,369","5,138","40,806"
PA0084,SUGAR GROVE FREE LIBRARY,Rural,,"4,813","16,500","14,990","5,953","17,246","54,689"
PA0085,"TIDIOUTE LIBRARY ASSOCIATION, INC.",Rural,,626,"11,250","3,220",0,"7,807","22,277"
PA0086,WARREN LIBRARY ASSOCIATION,Town,,"26,392","225,000","1,180,360","257,174","287,923","1,950,457"
PA0087,YOUNGSVILLE PUBLIC LIBRARY,Town,,"4,738","25,688",0,0,"36,029","61,717"
PA0088,CLARION FREE LIBRARY,Town,,"18,657","66,808","87,436",0,"38,274","192,518"
PA0089,FOXBURG FREE LIBRARY ASSOC,Rural,,"4,814","4,985","15,413",0,"18,923","39,321"
PA0090,KNOX PUBLIC LIBRARY,Rural,,"7,544","16,598","25,097",0,"121,038","162,733"
PA0091,REDBANK VALLEY PUBLIC LIBRARY,Rural,,"7,767","4,844","23,076",0,"75,378","103,298"
PA0092,ECCLES LESHER MEMORIAL LIBRARY,Rural,,"5,056","6,992","29,286",0,"123,265","159,543"
PA0093,DUBOIS PUBLIC LIBRARY,Town,,"19,358","140,268","67,109",0,"29,629","237,006"
PA0095,MENGLE MEMORIAL LIBRARY,Town,,"7,816","19,758","65,307","11,198","112,510","208,773"
PA0096,REBECCA M ARTHURS MEM LIBRARY,Town,,"11,316","45,638","61,987","6,813","76,516","190,954"
PA0097,PUNXSUTAWNEY MEMORIAL LIBRARY,Town,,"15,490","51,086","34,624",0,"17,764","103,474"
PA0098,REYNOLDSVILLE PUBLIC LIBRARY,Town,,"5,095","9,783","20,029",0,"21,255","51,067"
PA0099,SUMMERVILLE PUBLIC LIBRARY,Rural,,"1,720","8,033","9,937",0,"13,671","31,641"
PA0101,OIL CITY LIBRARY,Town,,"36,213","232,211","422,335","29,111","374,585","1,058,242"
PA0103,MURRYSVILLE COMMUNITY LIBRARY,Suburban,,"28,783","515,830","617,551","102,499","67,759","1,303,639"
PA0104,GREENSBURG HEMPFIELD AREA LIB,Suburban,,"73,274","194,685","927,116",0,"386,644","1,508,445"
PA0106,NORWIN PUB LIB ASSOC,Suburban,,"36,605","512,607","116,663",0,"125,977","755,247"
PA0107,JEANNETTE PUBLIC LIBRARY,Suburban,,"12,948","78,691","36,030",0,"30,466","145,187"
PA0108,ADAMS MEMORIAL LIBRARY,Suburban,,"48,983","75,699","139,931",0,"436,072","651,702"
PA0109,LIGONIER VALLEY LIBRARY,Town,,"12,092","9,707","50,569",0,"188,832","249,108"
PA0110,MONESSEN PUBLIC LIBRARY,Suburban,,"9,541","54,631","44,518","4,915","64,565","168,629"
PA0111,MT PLEASANT FR PUB LIB ASSOC,Suburban,,"14,364","10,254","41,115",0,"69,412","120,781"
PA0112,NEW FLORENCE COMMUNITY LIBRARY,Rural,,"2,422","3,292","13,009",576,"37,161","54,038"
PA0113,PEOPLES LIBRARY,Suburban,,"40,970","93,243","79,430",0,"74,177","246,850"
PA0114,BELLE VERNON PUBLIC LIBRARY,Suburban,,"7,293","6,792","12,259",0,"34,967","54,018"
PA0116,SCOTTDALE PUBLIC LIBRARY,Suburban,,"14,695","43,342","66,493",0,"208,177","318,012"
PA0118,TRAFFORD COMMUNITY PUBLIC LIB,Suburban,,"3,317","3,158","9,607",0,"15,745","28,510"
PA0119,VANDERGRIFT PUB LIBRARY ASSOC,Suburban,,"6,465","30,551","22,729",0,"35,814","89,094"
PA0120,BEDFORD SYS ADMIN UNIT,Town,,"30,700","77,518","167,937",0,"57,146","302,601"
PA0121,EVERETT FREE LIBRARY,Town,,"13,013","43,555","46,487","7,717","66,613","164,372"
PA0122,SAXTON COMMUNITY LIBRARY,Rural,,"3,864","11,527","14,553",0,"54,860","80,940"
PA0124,BELLWOOD ANTIS PUBLIC LIBRARY,Suburban,,"8,305","60,579","36,122","14,969","68,900","180,570"
PA0125,CLAYSBURG AREA PUB LIBRARY INC,Town,,"6,257","12,592","25,820","4,273","42,268","84,953"
PA0126,MARTINSBURG COMMUNITY LIBRARY,Town,,"4,785","21,042","28,270","2,065","99,799","151,176"
PA0127,ROARING SPRING COMM LIBRARY,Town,,"6,181","23,762","29,511",210,"88,561","142,044"
PA0128,TYRONE-SNYDER TWNSHP PUB LIB,Town,,"9,762","26,509","36,116","2,000","182,842","247,467"
PA0129,WILLIAMSBURG PUBLIC LIBRARY,Rural,,"6,067","11,695","26,159","1,811","57,850","97,515"
PA0131,CARROLLTOWN PUBLIC LIBRARY,Town,,"1,051","14,903","9,148",0,"25,556","49,607"
PA0132,CRESSON PUBLIC LIBRARY,Town,,"1,525","18,271","9,714",0,"23,362","51,347"
PA0133,EBENSBURG FREE PUBLIC LIBRARY,Town,,"3,404","20,403","15,115",0,"37,889","73,407"
PA0134,GALLITZIN PUBLIC LIBRARY,Town,,"1,536","15,403","11,442",0,"12,124","38,969"
PA0135,HASTINGS PUBLIC LIBRARY,Town,,"1,213","15,503","11,368",0,"32,404","59,275"
PA0136,CAMBRIA SYS ADMIN UNIT,City,,"95,861","484,728","819,639","448,105","372,501","2,124,973"
PA0137,LILLY WASHINGTON PUB LIBRARY,Town,,879,"15,403","9,289","3,599","26,460","54,751"
PA0138,NANTY GLO PUBLIC LIBRARY,Town,,"2,511","19,018","15,368","4,572","23,184","62,142"
PA0139,PATTON PUBLIC LIBRARY,Town,,"1,728","17,103","12,645",514,"39,439","69,701"
PA0140,PORTAGE PUBLIC LIBRARY,Town,,"2,459","16,403","14,332","30,000","54,801","115,536"
PA0141,HIGHLAND COMMUNITY LIBRARY,Suburban,,"14,596","112,154","52,803",0,"32,023","196,980"
PA0142,SOUTH FORK PUBLIC LIBRARY,Rural,,954,"16,903","9,166",0,"20,393","46,462"
PA0143,NORTHERN CAMBRIA PUBLIC LIBRARY,Town,,"3,560","26,187","21,980",0,"36,077","84,244"
PA0144,BEAVERDALE PUBLIC LIBRARY,Town,,"2,303","17,903","18,199",0,"34,376","70,478"
PA0145,MEYERSDALE PUBLIC LIBRARY,Town,,"18,387","15,460","34,105",0,"61,201","110,766"
PA0146,SOMERSET COUNTY LIBRARY,Rural,,"37,498","205,767","153,696","54,020","37,530","451,013"
PA0147,MARY S BIESECKER PUB LIBRARY,Town,,"6,048","83,262","269,343",0,"240,741","593,346"
PA0148,WINDBER PUBLIC LIBRARY,Suburban,,"12,196","36,782","23,129",0,"76,800","136,711"
PA0149,BARBARA MOSCATO BROWN MEMORIAL LIBRARY,Town,,"4,547","106,663","74,656",0,"21,931","203,250"
PA0150,JOHNSONBURG PUBLIC LIBRARY,Rural,,"2,404","29,000","13,984",0,"87,828","130,812"
PA0151,RIDGWAY FREE PUBLIC LIBRARY,Town,,"8,022","28,723","26,903","21,731","259,765","337,122"
PA0152,SAINT MARYS PUBLIC LIBRARY,Town,,"12,738","104,578","51,066","23,813","86,308","265,765"
PA0153,BRADFORD AREA PUBLIC LIBRARY,Town,,"19,314","29,700","73,378","13,334","97,578","213,990"
PA0154,FRIENDS MEMORIAL LIBRARY,Town,,"5,251","11,621","10,443",0,"53,261","75,325"
PA0155,MOUNT JEWETT MEMORIAL LIBRARY,Rural,,"1,539","28,000","4,787","5,307","15,582","53,676"
PA0156,SAMUEL W SMITH MEM PUB LIBRARY,Rural,,"8,126","21,076","32,201","6,987","96,242","156,506"
PA0157,HAMLIN MEMORIAL LIBRARY,Rural,,"4,807","7,411","10,061","14,403","43,746","75,621"
PA0159,COUDERSPORT PUBLIC LIBRARY,Rural,,"23,114","86,728","103,117","27,085","41,547","258,477"
PA0160,GALETON PUBLIC LIBRARY,Rural,,"1,716","10,762","8,866",0,"40,734","60,362"
PA0161,GENESEE AREA LIBRARY,Rural,,726,"8,981","6,558","3,152","12,947","31,638"
PA0162,OSWAYO VALLEY MEMORIAL LIBRARY,Rural,,"3,268","16,384","13,108",0,"6,137","35,629"
PA0163,ULYSSES LIBRARY,Rural,,"1,242","18,729","12,478",0,"44,009","75,216"
PA0164,CENTRE CO LIB & HIST MUSEUM,Town,,"63,547","391,325","232,980","15,923","156,236","796,464"
PA0166,SCHLOW CENTRE REGION LIBRARY,City,,"94,625","1,917,271","583,923","40,089","440,164","2,981,447"
PA0167,JOSEPH & ELIZABETH SHAW PUBLIC LIBRARY,Town,,"16,303","9,360","62,188","8,777","170,167","250,492"
PA0168,CLEARFIELD COUNTY PUBLIC LIBRARY,Town,,"44,901","105,300","128,789","13,230","17,770","265,089"
PA0169,ANNIE HALENBAKE ROSS LIBRARY,Town,,"37,450","133,400","158,788","3,301","179,633","475,122"
PA0170,FULTON COUNTY LIBRARY,Rural,,"14,556","18,800","57,379","30,868","220,192","327,239"
PA0172,HUNTINGDON COUNTY LIBRARY,Town,,"44,092","64,111","189,877","14,048","256,151","524,187"
PA0173,JUNIATA COUNTY LIBRARY,Town,,"23,509","91,550","71,873",0,"94,902","258,325"
PA0174,MIFFLIN COUNTY LIBRARY,Town,,"46,143","188,550","242,598","70,387","117,994","619,529"
PA0176,ADAMS SYS ADMIN UNIT,City,,"103,852","1,168,928","646,498","46,418","575,146","2,436,990"
PA0178,ALEXANDER HAMILTON MEMORIAL FREE LIBRARY,Town,,"10,951","190,000","66,572",0,"151,135","407,707"
PA0179,DILLSBURG AREA PUBLIC LIBRARY,Suburban,,"22,566","51,082","44,566",0,"114,817","210,465"
PA0181,GUTHRIE MEMORIAL LIBRARY - HANOVER'S PUBLIC LIBRARY,City,,"50,419","449,695","156,992",0,"273,793","880,480"
PA0183,KALTREIDER-BENFER LIBRARY,Suburban,,"71,227","101,088","73,248",0,"161,264","335,600"
PA0184,PAUL SMITH LIBRARY OF SOUTHERN YORK COUNTY,Town,,"15,630","74,252","52,944",0,"94,823","222,019"
PA0186,MASON DIXON PUBLIC LIBRARY,Town,,"13,833","54,734","35,948",0,"94,735","185,417"
PA0188,YORK SYS ADMIN UNIT,City,,"282,763","2,628,826","1,508,531","50,000","1,747,582","5,934,939"
PA0189,MOORES MEMORIAL LIBRARY,Suburban,,"4,648","20,417","59,105",212,"46,800","126,534"
PA0190,ELIZABETHTOWN PUBLIC LIBRARY,Suburban,,"31,985","203,372","102,643","2,608","403,532","712,155"
PA0191,EPHRATA PUBLIC LIBRARY,Suburban,,"35,189","227,721","165,475","5,000","797,377","1,195,573"
PA0192,LANCASTER PUBLIC LIBRARY,City,,"214,988","309,266","367,909","62,033","859,895","1,599,103"
PA0193,LITITZ PUBLIC LIBRARY,Suburban,,"32,388","163,618","111,346","3,958","532,316","811,238"
PA0194,MILANOF-SCHOCK LIBRARY,Suburban,,"28,324","129,350","69,353","1,778","226,678","427,159"
PA0195,EASTERN LANCASTER COUNTY LIB,Suburban,,"25,552","53,412","61,435","1,567","321,302","437,716"
PA0196,ANNVILLE FREE LIBRARY,Suburban,,"12,477","63,396","30,220",0,"95,786","189,402"
PA0198,MYERSTOWN COMMUNITY LIBRARY,Suburban,,"16,537","17,938","26,155","6,077","301,430","351,600"
PA0199,PALMYRA PUBLIC LIBRARY,Suburban,,"25,517","131,064","73,618",0,"285,454","490,136"
PA0200,RICHLAND COMMUNITY LIBRARY,Suburban,,"5,864","9,082","9,850",0,"30,429","49,361"
PA0201,BETHEL TULPEHOCKEN PUBLIC LIBRARY,Rural,,"7,474","76,040","50,983",0,"63,410","190,433"
PA0202,BOONE AREA LIBRARY,Suburban,,"22,388","97,143","55,700",0,"33,604","186,447"
PA0203,VILLAGE LIBRARY OF MORGANTOWN,Town,,"11,826","57,662","52,300",0,"27,741","137,703"
PA0204,HAMBURG PUBLIC LIBRARY,Suburban,,"16,299","76,994","53,944",0,"124,739","255,677"
PA0205,READING PUBLIC LIBRARY,City,,"130,706","2,801,061","874,168","224,784","838,229","4,738,242"
PA0207,ROBESONIA COMMUNITY LIBRARY,Suburban,,"4,986","37,963","50,165",0,"25,609","113,737"
PA0208,SINKING SPRING PUBLIC LIBRARY,Suburban,,"4,286","83,407","49,833",0,"95,939","229,179"
PA0209,MUHLENBERG COMMUNITY LIBRARY,Suburban,,"30,026","149,151","57,678",0,"49,533","256,362"
PA0210,WERNERSVILLE PUBLIC LIBRARY,Suburban,,"16,669","90,311","53,650",0,"12,993","156,954"
PA0211,SPRING TOWNSHIP LIBRARY,Suburban,,"28,407","288,728","81,953",0,"32,456","403,137"
PA0213,WYOMISSING PUBLIC LIBRARY,Suburban,,"11,114","200,000","40,712",0,"122,001","362,713"
PA0214,CLEVE J. FREDRICKSEN LIBRARY,Suburban,,"89,602","897,070","213,532","5,250","430,655","1,546,507"
PA0215,BOSLER FREE LIBRARY,City,,"56,574","1,893,766","529,444","58,727","714,828","3,196,765"
PA0216,JOSEPH T. SIMPSON PUBLIC LIBRARY,Suburban,,"59,915","724,281","162,595","5,166","313,207","1,205,249"
PA0217,AMELIA S GIVIN LIBRARY,Town,,"12,710","220,868","53,626","3,622","112,002","390,118"
PA0218,NEW CUMBERLAND PUBLIC LIBRARY,Suburban,,"7,507","369,839","71,586","10,473","155,424","607,322"
PA0219,JOHN GRAHAM PUBLIC LIBRARY,Rural,,"11,550","162,302","38,970",357,"7,516","209,145"
PA0220,SHIPPENSBURG PUBLIC LIBRARY,Town,,"31,554","394,139","85,405",156,"355,040","834,740"
PA0221,HERSHEY PUBLIC LIBRARY,Suburban,,"24,715","912,165","74,056","4,995","29,211","1,020,427"
PA0222,DAUPHIN COUNTY LIBRARY SYSTEM,City,,"252,153","5,212,938","1,557,167","626,426","3,589,500","10,986,031"
PA0223,MIDDLETOWN PUBLIC LIBRARY,Suburban,,"9,533","50,000","33,354","7,137","202,495","292,986"
PA0224,MARYSVILLE RYE LIB ASSOCIATION,Suburban,,"4,915","6,948","8,708",0,"53,909","69,565"
PA0225,MCBRIDE MEMORIAL LIBRARY,City,,"13,906","20,795","47,936",0,"154,165","222,896"
PA0226,BLOOMSBURG PUBLIC LIBRARY,City,,"20,439","25,450","63,047","132,696","261,161","482,354"
PA0227,COLUMBIA COUNTY TRAVELING LIBRARY AUTHORITY,Suburban,,"29,688","76,302","23,931",0,"99,324","199,557"
PA0228,THOMAS BEAVER FREE LIBRARY,Suburban,,"21,375","1,500","61,459","5,620","1,151,766","1,220,345"
PA0229,MONTGOMERY HOUSE WARRIOR RUN AREA PUBLIC LIBR,Rural,,"9,454","22,500","15,610","16,000","105,517","159,627"
PA0230,MILTON PUBLIC LIBRARY,Town,,"11,697","51,191","23,028","16,475","154,434","245,128"
PA0231,MOUNT CARMEL PUBLIC LIBRARY,Town,,"11,548","8,601","39,889","10,000","118,446","176,936"
PA0232,PRIESTLEY FORSYTH MEM LIBRARY,Town,,"7,743","4,000","27,245","10,000","317,769","359,014"
PA0233,RALPHO TOWNSHIP PUBLIC LIBRARY,Rural,,"4,186","20,000","7,467","11,420","84,955","123,842"
PA0234,SHAMOKIN & COAL TWP PUB LIB,Town,,"20,080","21,150","40,107","10,000","93,290","164,547"
PA0235,DEGENSTEIN COMMUNITY LIBRARY,Town,,"18,002","15,992","54,341","21,100","241,459","332,892"
PA0237,"SNYDER COUNTY LIBRARIES, INC.",Town,,"39,736","138,701","114,454","79,775","185,912","518,842"
PA0238,PUBLIC LIBRARY FOR UNION CO,Town,,"30,283","231,343","199,251","252,822","226,305","909,721"
PA0239,JANE & ANNETTE HERR MEMORIAL LIBRARY,Town,,"8,923","75,372","48,799","41,793","104,146","270,110"
PA0240,SPALDING MEMORIAL LIBRARY,Town,,"8,451","27,665","26,122","8,000","219,448","281,235"
PA0241,GREEN FREE LIBRARY CANTON,Rural,,"5,548",0,"21,336","2,120","96,591","120,047"
PA0242,MONROETON PUBLIC LIBRARY,Town,,"1,582","10,500","20,079",0,"16,970","47,549"
PA0244,SAYRE PUBLIC LIBRARY,Town,,"5,461","22,500","19,648","10,600","33,544","86,292"
PA0245,TOWANDA PUBLIC LIBRARY,Town,,"10,096","20,100","18,052",0,"118,427","156,579"
PA0246,BRADFORD COUNTY LIBRARY,Rural,,"23,184","462,766","132,701","17,964","20,319","633,750"
PA0247,MATHER MEMORIAL LIBRARY,Rural,,"2,608","14,794","14,309",0,"37,445","66,548"
PA0248,WYALUSING PUBLIC LIBRARY,Rural,,"1,788","6,828","21,943",0,"82,965","111,736"
PA0249,HUGHESVILLE AREA PUBLIC LIBRARY,Town,,"5,902","60,329","22,071",0,"50,155","132,555"
PA0250,JERSEY SHORE PUBLIC LIBRARY,Town,,"5,694","82,074","22,941",0,"67,884","172,899"
PA0251,JAMES V BROWN LIBRARY,City,,"82,529","998,426","944,548","32,271","738,908","2,714,153"
PA0252,MONTGOMERY AREA PUBLIC LIBRARY,Town,,"5,288","59,073","20,580",0,"13,643","93,296"
PA0253,MUNCY PUBLIC LIBRARY,Town,,"7,191","66,430","26,711",0,"45,781","138,922"
PA0254,SULLIVAN COUNTY LIBRARY,Rural,,"5,840","44,215","47,998","8,075","60,546","160,834"
PA0255,BLOSSBURG MEMORIAL LIBRARY,Rural,,"4,067","36,236","17,325",0,"68,218","121,779"
PA0256,ELKLAND AREA COMMUNITY LIBRARY,Rural,,"3,623","20,311","16,690",0,"46,019","83,020"
PA0257,KNOXVILLE PUBLIC LIBRARY,Rural,,"1,595","13,328","20,703",0,"127,123","161,154"
PA0258,MANSFIELD FREE PUBLIC LIBRARY,Town,,"5,008","34,997","13,769",0,"39,421","88,187"
PA0259,GREEN FREE LIBRARY WELLSBORO,Rural,,"11,828","28,792","39,536",0,"356,794","425,122"
PA0260,WESTFIELD PUBLIC LIBRARY,Rural,,"2,100","14,580","14,595",0,"26,534","55,709"
PA0261,BACK MOUNTAIN MEMORIAL LIBRARY,Suburban,,"36,101","125,534","75,922",0,"473,465","674,921"
PA0262,HAZLETON AREA PUBLIC LIBRARY,Suburban,,"78,760","1,235,543","237,860",0,"21,205","1,494,608"
PA0263,HOYT LIBRARY,Suburban,,"31,831","254,102","120,912",0,"596,627","971,641"
PA0264,MARIAN SUTHERLAND KIRBY LIB,Suburban,,"18,510","55,275","39,157",0,"203,758","298,190"
PA0265,MILL MEMORIAL LIBRARY,Suburban,,"20,979","72,535","46,319","5,847","134,700","259,401"
PA0266,PITTSTON MEMORIAL LIBRARY,Suburban,,"7,591","89,367","27,443","22,000","78,682","217,492"
PA0267,PLYMOUTH PUBLIC LIBRARY,Suburban,,"9,988","57,890","43,817","2,500","22,167","126,374"
PA0268,WEST PITTSTON LIBRARY,Suburban,,"4,652","30,183","23,770",0,"74,317","128,270"
PA0269,OSTERHOUT FREE LIBRARY,City,,"120,502","407,576","757,380","7,000","814,840","1,986,796"
PA0270,TUNKHANNOCK PUBLIC LIBRARY,Town,,"26,069","43,850","56,164",0,"270,112","370,126"
PA0271,CARBONDALE PUBLIC LIBRARY,Suburban,,"19,194","373,259","47,526",0,"65,822","486,607"
PA0272,ABINGTON COMMUNITY LIBRARY,Suburban,,"31,027","521,130","129,417",0,"108,437","758,984"
PA0273,DALTON COMMUNITY LIBRARY,Suburban,,"1,760","123,051","21,849",0,"6,309","151,209"
PA0274,VALLEY COMMUNITY LIBRARY,Suburban,,"33,960","397,279","43,480",0,"78,101","518,860"
PA0275,NORTH POCONO PUBLIC LIBRARY,Rural,,"18,835","383,459","36,268",0,"158,810","578,537"
PA0276,SCRANTON PUBLIC LIBRARY,City,,"96,329","2,412,258","1,158,055","37,461","1,030,566","4,638,340"
PA0277,TAYLOR COMMUNITY LIBRARY,Suburban,,"14,791","272,750","29,055","20,000","32,285","354,090"
PA0278,SUS QUE CO HIST SOC & FREE LIB,Rural,,"38,434","286,935","237,730",0,"397,965","922,630"
PA0281,WAYNE COUNTY PUBLIC LIBRARY,Town,,"26,091","143,260","158,827",0,"341,028","643,115"
PA0285,BARRETT FRIENDLY LIBRARY,Rural,,"6,952","177,200","24,251",0,"132,789","334,240"
PA0286,WESTERN POCONO COMMUNITY LIBRARY,Town,,"32,267","612,292","100,370",0,"86,080","798,742"
PA0287,POCONO MOUNTAIN PUBLIC LIBRARY,Rural,,"23,894","420,492","62,804",0,"47,306","530,602"
PA0288,EASTERN MONROE PUBLIC LIBRARY,Suburban,,"89,862","1,193,627","444,802","18,516","408,669","2,065,614"
PA0289,CLYMER LIBRARY ASSOCIATION,Rural,,"15,352","237,993","39,759",0,"76,032","353,784"
PA0290,BANGOR PUBLIC LIBRARY,Suburban,,"19,973","46,850","28,872",0,"52,075","127,797"
PA0291,BETHLEHEM AREA PUBLIC LIBRARY,City,,"118,264","2,234,005","681,069",0,"387,948","3,303,022"
PA0292,EASTON AREA PUBLIC LIBRARY,Suburban,,"69,439","1,678,983","392,660",0,"391,098","2,462,741"
PA0293,MEM LIB OF NAZARETH & VICINITY,Suburban,,"29,584","369,291","75,685","2,187","138,655","585,818"
PA0294,NORTHAMPTON AREA PUB LIBRARY,Suburban,,"43,991","307,734","116,906","9,637","2,505","436,782"
PA0295,MARY MEUSER MEMORIAL LIBRARY,Suburban,,"16,450","162,588","45,578",0,"19,682","227,848"
PA0297,PIKE COUNTY PUBLIC LIBRARY,Town,,"58,535","256,000","194,720","42,451","185,710","678,881"
PA0298,DIMMICK MEMORIAL LIBRARY,Town,,"19,560","28,500","32,829",0,"75,357","136,686"
PA0299,LEHIGHTON AREA MEMORIAL LIBRARY,Suburban,,"17,442","16,300","26,566","3,025","72,011","117,902"
PA0300,PALMERTON AREA LIBRARY,Suburban,,"13,955","37,464","41,268",0,"107,433","186,165"
PA0301,ALLENTOWN PUBLIC LIBRARY,City,,"139,466","1,658,990","681,676","31,579","71,455","2,443,700"
PA0302,PUBLIC LIBRARY OF CATASAUQUA,Suburban,,"11,178","24,795","18,256",0,"34,496","77,547"
PA0303,COPLAY PUBLIC LIBRARY,Suburban,,"3,348","74,589","13,547",0,"32,088","120,224"
PA0304,EMMAUS PUBLIC LIBRARY,Suburban,,"22,686","178,454","71,727","15,595","131,492","397,268"
PA0305,SOUTHERN LEHIGH PUBLIC LIBRARY,Rural,,"23,281","367,900","58,012",0,"122,629","548,541"
PA0306,SLATINGTON LIBRARY INC,Suburban,,"12,901","17,000","20,756",0,"118,496","156,252"
PA0307,PARKLAND COMMUNITY LIBRARY,Suburban,,"63,112","854,264","143,476","2,709","56,988","1,057,437"
PA0308,WHITEHALL TOWNSHIP PUB LIBRARY,Suburban,,"29,173","475,150","86,313",0,"179,373","740,836"
PA0309,BUCKS COUNTY FREE LIBRARY,Suburban,,"507,641","6,003,000","2,671,840","192,759","565,022","9,432,621"
PA0310,TWP LIB OF LOWER SOUTHAMPTON,Suburban,,"20,599","531,000","63,803","1,137","40,782","636,722"
PA0311,MORRISVILLE FR LIB ASSOCIATION,Suburban,,"9,809","208,529","33,545","7,149","4,638","253,861"
PA0312,FREE LIBRARY OF NEW HOPE & SOLEBURY,Suburban,,"11,321","160,069","31,915","5,000","94,016","291,000"
PA0313,FREE LIB OF NORTHAMPTON TWP,Suburban,,"39,915","1,001,811","128,832",0,"76,398","1,207,041"
PA0314,RIEGELSVILLE LIBRARY,Rural,,"1,941","8,200","5,198",0,"53,627","67,025"
PA0315,SOUTHAMPTON FREE LIBRARY,Suburban,,"15,269","581,000","55,419",0,"55,542","691,961"
PA0316,WARMINSTER TOWNSHIP LIBRARY,Suburban,,"34,558","629,748","107,322",0,"36,326","773,396"
PA0317,VILLAGE LIBRARY OF WRIGHTSTOWN,Suburban,,"3,286","45,652","10,788",0,"30,740","87,180"
PA0318,ABINGTON TWP PUBLIC LIBRARY,Suburban,,"61,140","2,343,511","202,695","18,775","169,502","2,734,483"
PA0319,WISSAHICKON VALLEY PUB LIBRARY,Suburban,,"39,216","1,178,593","123,971","15,743","185,619","1,503,926"
PA0327,UNION LIB COMPANY OF HATBOROUGH,Suburban,,"8,238","155,775","25,216","1,550","276,445","458,986"
PA0328,JENKINTOWN LIBRARY,Suburban,,"4,719","222,000","17,237","5,833","148,146","393,216"
PA0332,HUNTINGDON VALLEY LIBRARY,Suburban,,"13,917","486,236","40,252","7,282","71,382","605,152"
PA0334,LOWER PROVIDENCE COM LIBRARY,Suburban,,"25,625","632,492","77,835","88,328","96,072","894,727"
PA0335,NARBERTH COMMUNITY LIBRARY,Suburban,,"4,492","238,658","16,409","6,048","27,753","288,868"
PA0336,MONT CO-NORRISTOWN PUB LIB,Suburban,,"336,716","3,133,023","2,637,889","108,948","358,078","6,237,938"
PA0338,POTTSTOWN REGIONAL PUBLIC LIBRARY,Suburban,,"45,318","234,301","121,617",0,"309,710","665,628"
PA0339,INDIAN VALLEY PUBLIC LIBRARY,Suburban,,"44,309","868,211","136,968","82,640","87,318","1,175,137"
PA0340,UPPER DUBLIN PUBLIC LIBRARY,Suburban,,"26,665","1,356,894","91,724","20,876","5,041","1,474,535"
PA0341,UPPER MERION TOWNSHIP LIBRARY,Suburban,,"33,613","2,077,120","92,967","10,956","15,500","2,196,543"
PA0342,UPPER MORELAND FR PUB LIBRARY,Suburban,,"26,116","860,628","157,098","10,551","61,746","1,090,023"
PA0343,ATGLEN PUBLIC LIBRARY,Suburban,,"3,761","36,714","26,931","1,174","78,681","143,500"
PA0344,CHESTER COUNTY LIBRARY,Suburban,,"111,774","7,035,331","1,570,925","9,500","586,119","9,201,875"
PA0345,COATESVILLE PUBLIC LIBRARY ASSOCIATION,Suburban,,"38,319","137,023","95,130",0,"88,022","320,175"
PA0346,DOWNINGTOWN LIBRARY COMPANY,Suburban,,"44,546","195,277","78,823","74,270","199,140","547,510"
PA0347,EASTTOWN LIBRARY,Suburban,,"10,984","807,538","80,371",0,"317,381","1,205,290"
PA0348,HONEY BROOK COMMUNITY LIBRARY,Rural,,"15,747","70,656","43,332","11,998","75,848","201,834"
PA0349,KENNETT LIBRARY,Suburban,,"43,402","603,640","112,923",0,"370,802","1,087,365"
PA0350,MALVERN PUBLIC LIBRARY,Suburban,,"41,383","181,684","54,564","17,210","73,032","326,490"
PA0351,OXFORD PUBLIC LIBRARY,Suburban,,"27,160","124,779","79,514",0,"167,265","371,558"
PA0352,PARKESBURG FREE LIBRARY,Suburban,,"12,931","75,919","44,267","1,869","48,904","170,959"
PA0353,PHOENIXVILLE PUBLIC LIBRARY,Suburban,,"41,643","699,416","93,525","64,769","299,548","1,157,258"
PA0354,SPRING CITY FR PUBLIC LIBRARY,Suburban,,"14,461","90,311","35,324",0,"46,868","172,503"
PA0355,TREDYFFRIN PUBLIC LIBRARY,Suburban,,"37,563","1,572,646","116,275","17,210","137,224","1,843,355"
