FSCS Key,Library Name,Locale,Service Area Population,Total Library Programs,Children's Programs,Young Adult Programs,Adult Programs,Total Program Attendance,Children's Program Attendance,Adult Program Attendance,General Interest Program Attendance,General Interest Programs
MI0036,BLAIR MEMORIAL LIBRARY,Suburban,"11,389",110,71,3,36,"1,736","1,318",389,0,0
MI0037,BLOOMFIELD TOWNSHIP PUBLIC LIBRARY,Suburban,"44,253",444,99,28,187,"8,712","3,439","1,470","3,520",130
MI0038,BOYNE DISTRICT LIBRARY,Town,"7,353",215,92,7,116,"1,545","1,484",15,0,0
MI0039,BRANCH DISTRICT LIBRARY,Town,"46,464",887,511,156,114,"15,849","7,603","1,971","5,277",106
MI0040,BRANDON TOWNSHIP PUBLIC LIBRARY,Town,"15,384",126,74,9,31,"1,157",810,179,148,12
MI0041,BRIDGEPORT PUBLIC LIBRARY,Suburban,"12,079",104,57,16,12,"2,043","1,052",99,825,19
MI0042,BRIDGMAN PUBLIC LIBRARY,Suburban,"6,338",368,223,20,120,"6,096","4,239","1,151",42,5
MI0043,BRIGHTON DISTRICT LIBRARY,Suburban,"45,844",399,189,102,108,"6,165","3,586","1,680",0,0
MI0044,BROWN CITY PUBLIC LIBRARY,Rural,"3,855",5,2,1,1,169,48,24,90,1
MI0045,BUCHANAN DISTRICT LIBRARY,Suburban,"10,797",196,106,21,64,"2,730","1,907",511,277,5
MI0046,BULLARD SANFORD MEMORIAL LIBRARY,Town,"9,411",121,53,3,65,"2,718","1,929",748,0,0
MI0047,BURLINGTON TOWNSHIP LIBRARY,Rural,"1,957",24,12,12,0,56,54,0,0,0
MI0048,BURR OAK TOWNSHIP LIBRARY,Rural,"2,639",14,13,0,0,70,67,0,3,1
MI0049,CADILLAC WEXFORD PUBLIC LIBRARY,Town,"36,060",134,76,30,23,"2,808",934,689,132,5
MI0050,CALUMET PUBLIC-SCHOOL LIBRARY,Town,"8,287",0,0,0,0,0,0,0,0,0
MI0051,CAMDEN TOWNSHIP LIBRARY,Rural,"4,182",52,35,8,3,72,37,6,20,6
MI0052,CANTON PUBLIC LIBRARY,Suburban,"98,659",404,127,6,264,"4,428","1,841","2,456",66,7
MI0053,CARP LAKE TOWNSHIP LIBRARY,Rural,582,0,0,0,0,0,0,0,0,0
MI0054,CARSON CITY PUBLIC LIBRARY,Rural,"13,145",106,43,28,14,"2,268",909,108,528,21
MI0055,CASS DISTRICT LIBRARY,Rural,"37,840",344,204,40,66,"6,882","4,863",891,448,34
MI0056,CEDAR SPRINGS PUBLIC LIBRARY,Town,"10,123",307,159,30,107,"20,034","15,655","1,594","1,406",11
MI0057,CENTER LINE PUBLIC LIBRARY,Suburban,"8,552",68,20,4,34,"1,011",490,266,200,10
MI0058,CENTRAL LAKE DISTRICT LIBRARY,Rural,"3,999",56,56,0,0,495,495,0,0,0
MI0059,CHARLES A. RANSOM DISTRICT LIBRARY,Town,"15,489",356,164,59,130,"7,924","5,393","1,448",500,3
MI0060,CHARLEVOIX PUBLIC LIBRARY,Town,"9,767",381,143,19,217,"6,418","1,903","3,603",350,2
MI0061,CHARLOTTE COMMUNITY LIBRARY,Town,"24,246",198,123,29,38,"2,874","2,080",354,262,8
MI0062,CHASE TOWNSHIP PUBLIC LIBRARY,Rural,"1,910",70,44,22,3,396,315,17,26,1
MI0063,CHEBOYGAN AREA PUBLIC LIBRARY,Town,"13,525",584,40,12,48,"7,513","1,592","1,632","4,119",484
MI0064,RIVER RAPIDS DISTRICT LIBRARY,Rural,"4,748",163,105,19,34,"1,033",660,150,150,5
MI0065,CLINTON TOWNSHIP PUBLIC LIBRARY,Town,"3,765",323,154,35,36,"6,982","2,485",250,"3,984",98
MI0066,COLEMAN AREA LIBRARY,Rural,"4,567",21,19,2,0,154,146,0,0,0
MI0067,COLOMA PUBLIC LIBRARY,Town,"12,441",166,95,20,31,"1,831","1,226",167,293,20
MI0068,COLON TOWNSHIP LIBRARY,Rural,"3,790",7,7,0,0,247,247,0,0,0
MI0069,COLUMBIA TOWNSHIP LIBRARY,Rural,"2,194",126,94,0,31,"1,585","1,310",136,139,1
MI0070,COMSTOCK TOWNSHIP LIBRARY,Suburban,"15,231",412,296,47,69,"6,075","4,941",438,0,0
MI0071,CONSTANTINE TOWNSHIP LIBRARY,Town,"4,779",81,58,0,21,"1,176",948,149,79,2
MI0072,COOPERSVILLE AREA DISTRICT LIBRARY,Town,"12,679",199,115,19,60,"3,288","2,151",590,448,5
MI0074,CRAWFORD COUNTY LIBRARY,Town,"12,988",7,0,0,2,15,0,15,0,5
MI0075,CROMAINE DISTRICT LIBRARY,Rural,"29,699","1,130",265,76,227,"38,063","9,574","1,239","25,531",562
MI0076,CROOKED TREE DISTRICT LIBRARY,Rural,"4,149",54,40,0,14,358,277,81,0,0
MI0077,CRYSTAL FALLS DISTRICT COMMUNITY LIBRARY,Rural,"3,481",201,160,14,22,880,500,203,112,5
MI0078,DEARBORN PUBLIC LIBRARY,City,"109,976",816,165,15,352,"8,959","2,887","5,110",664,284
MI0080,DECKERVILLE PUBLIC LIBRARY,Rural,"3,979",2,2,0,0,6,6,0,0,0
MI0081,DELTON DISTRICT LIBRARY,Rural,"9,905",296,52,24,147,"4,786","2,804",625,"1,297",73
MI0083,DETROIT PUBLIC LIBRARY,City,"639,111","1,417",441,49,902,"24,765","10,255","12,610","1,475",25
MI0084,DEXTER DISTRICT LIBRARY,Suburban,"21,616",520,269,93,105,"20,148","11,745","1,571","5,288",53
MI0085,DICKINSON COUNTY LIBRARY,Town,"25,947",50,33,7,5,"1,072",457,51,538,5
MI0086,DORR TOWNSHIP LIBRARY,Town,"7,922",102,54,14,14,797,424,91,192,20
MI0087,DOWAGIAC DISTRICT LIBRARY,Town,"12,694",135,55,33,38,"2,319","1,502",203,450,9
MI0088,DOWLING PUBLIC LIBRARY,Rural,"4,788",0,0,0,0,0,0,0,0,0
MI0089,DRYDEN TOWNSHIP LIBRARY,Rural,"4,799",65,63,2,0,384,379,0,0,0
MI0091,WHITE CLOUD COMMUNITY LIBRARY,Rural,"8,766",143,124,7,10,"2,590","1,692",43,516,2
MI0092,EASTPOINTE MEMORIAL LIBRARY,Suburban,"34,318",122,52,2,43,"3,334",180,660,"2,494",25
MI0093,EAST LANSING PUBLIC LIBRARY,City,"47,741","1,051",336,374,326,"38,696","14,020","4,353","8,271",15
MI0094,EATON RAPIDS AREA DISTRICT LIBRARY,Town,"12,421",148,48,46,15,"3,991",665,234,"2,748",39
MI0095,EAU CLAIRE DISTRICT LIBRARY,Rural,"7,026",51,0,0,51,337,0,337,0,0
MI0098,ELK RAPIDS DISTRICT LIBRARY,Rural,"5,482",36,19,10,7,680,560,70,0,0
MI0099,ELK TOWNSHIP LIBRARY,Rural,"2,627",0,0,0,0,0,0,0,0,0
MI0100,ELSIE PUBLIC LIBRARY,Rural,"3,535",145,110,2,24,"2,880","1,721",361,787,9
MI0101,ESCANABA PUBLIC LIBRARY,Town,"25,482",49,28,0,7,"1,755",961,209,585,14
MI0102,EVART PUBLIC LIBRARY,Rural,"8,962",39,39,0,0,294,294,0,0,0
MI0103,FAIRGROVE DISTRICT LIBRARY,Rural,"2,996",8,4,0,3,91,42,27,22,1
MI0104,FALMOUTH AREA LIBRARY,Rural,907,5,0,0,4,14,0,9,5,1
MI0105,FARMINGTON COMMUNITY LIBRARY,City,"95,583",985,502,85,331,"27,654","20,193","3,358","2,808",67
MI0106,DEWITT DISTRICT LIBRARY,Suburban,"21,900",305,198,53,51,"3,807","2,781",547,97,3
MI0107,FENNVILLE DISTRICT LIBRARY,Rural,"14,496",243,137,30,46,"4,201","1,380",391,"1,849",30
MI0108,FERNDALE AREA DISTRICT LIBRARY,Suburban,"19,190",270,173,20,77,"3,176","1,332","1,518",0,0
MI0109,FIFE LAKE PUBLIC LIBRARY,Rural,"1,526",227,88,6,107,"2,292",667,"1,095",454,26
MI0110,THOMAS E. FLESCHNER MEMORIAL LIBRARY,Rural,"5,888",105,93,12,0,683,488,0,0,0
MI0111,FLINT PUBLIC LIBRARY,City,"81,252",365,255,58,50,"11,977","5,317","4,168","1,805",2
MI0112,FORSYTH TOWNSHIP PUBLIC LIBRARY,Rural,"6,194",112,91,0,13,"2,302","1,447",224,631,8
MI0113,FOWLERVILLE DISTRICT LIBRARY,Town,"17,796",571,326,108,137,"14,953","13,105","1,278",0,0
MI0114,BENZIE SHORES DISTRICT LIBRARY,Rural,"3,772",67,40,9,16,747,653,41,46,2
MI0115,FRANKLIN PUBLIC LIBRARY,Suburban,"3,139",88,62,7,19,"2,503","1,922",546,0,0
MI0116,FRASER PUBLIC LIBRARY,Suburban,"14,726",247,108,38,53,"4,760","1,525",421,"2,561",48
MI0117,FREEPORT DISTRICT LIBRARY,Rural,"6,102",50,21,4,25,"1,006",675,293,0,0
MI0118,FREMONT AREA DISTRICT LIBRARY,Town,"13,885",199,111,8,46,"20,007","18,424",308,"1,220",34
MI0119,GALESBURG-CHARLESTON MEMORIAL DISTRICT LIBRARY,Rural,"9,518",132,55,5,72,"1,225",813,308,0,0
MI0120,GALIEN TOWNSHIP PUBLIC LIBRARY,Rural,"2,880",4,2,0,1,187,153,7,27,1
MI0121,GARDEN CITY PUBLIC LIBRARY,Suburban,"27,380",111,96,6,5,"2,129","1,293",25,788,4
MI0122,PERE MARQUETTE DISTRICT LIBRARY,Town,"9,012",358,116,5,68,"5,437","2,100",786,"2,467",169
MI0123,GENESEE DISTRICT LIBRARY,Suburban,"334,645",325,159,23,128,"35,822","5,138","29,012","1,427",15
MI0124,GEORGETOWN TOWNSHIP PUBLIC LIBRARY,Suburban,"54,091",499,309,23,167,"16,412","13,321","2,897",0,0
MI0125,ROSCOMMON AREA DISTRICT LIBRARY,Rural,"5,912",307,141,16,87,"1,614",761,523,121,63
MI0126,GLADSTONE AREA SCHOOL & PUBLIC LIBRARY,Town,"11,421",14,10,1,3,714,431,198,0,0
MI0127,GLADWIN COUNTY DISTRICT LIBRARY,Town,"25,386",268,203,26,39,"9,622","7,116","1,543",0,0
MI0128,GLEN LAKE COMMUNITY LIBRARY,Rural,"3,530",45,29,0,16,"1,387",465,922,0,0
MI0129,GRACE A. DOW MEMORIAL LIBRARY,City,"76,758",278,152,65,61,"13,528","8,947","3,302",0,0
MI0130,GRAND LEDGE AREA DISTRICT LIBRARY,Suburban,"16,280",332,245,22,43,"11,200","7,826",525,"1,743",22
MI0131,GRAND RAPIDS PUBLIC LIBRARY,City,"198,917",243,174,8,55,"9,081","6,615","1,572",825,6
MI0132,GRANT AREA DISTRICT LIBRARY,Rural,"8,861",328,259,45,24,"6,216","5,566",466,0,0
MI0133,FLAT RIVER COMMUNITY LIBRARY,Town,"18,223",205,129,37,39,"5,071","3,734",601,0,0
MI0134,GROSSE POINTE PUBLIC LIBRARY,Suburban,"52,496",464,197,37,178,"11,096","6,616","2,446","1,719",52
MI0135,HACKLEY PUBLIC LIBRARY,City,"40,907",136,29,7,72,"29,152","1,709","25,012","1,938",28
MI0136,IONIA COMMUNITY LIBRARY,Town,"23,680",472,280,68,73,"10,656","8,355",521,"1,030",51
MI0137,HAMBURG TOWNSHIP LIBRARY,Suburban,"21,259",255,163,0,84,"3,998","2,123","1,299",576,8
MI0138,HAMTRAMCK PUBLIC LIBRARY,Suburban,"28,433",294,75,43,170,"2,013",544,900,120,6
MI0140,HARBOR BEACH AREA DISTRICT LIBRARY,Rural,"5,756",90,13,0,14,"1,918",659,183,"1,076",63
MI0141,HARPER WOODS PUBLIC LIBRARY,Suburban,"15,492",55,33,4,18,405,273,120,0,0
MI0142,HARRISON DISTRICT LIBRARY,Town,"12,805",325,130,7,45,"6,226","2,892",449,"2,472",143
MI0143,HART AREA PUBLIC LIBRARY,Town,"8,068",165,88,14,60,"2,743","1,797",488,21,3
MI0144,HARTFORD PUBLIC LIBRARY,Town,"6,116",81,58,21,2,207,160,15,0,0
MI0145,HASTINGS PUBLIC LIBRARY,Town,"13,514",367,71,8,258,"5,829","1,589","1,987","2,076",30
MI0146,HAZEL PARK MEMORIAL DISTRICT LIBRARY,Suburban,"14,983",276,142,45,54,"4,806","1,761","1,305",866,35
MI0147,ALDEN DISTRICT LIBRARY,Rural,"1,225",171,22,3,128,"1,985",314,"1,173",480,18
MI0148,HENIKA DISTRICT LIBRARY,Town,"7,978",88,41,7,38,"2,261","1,492",347,319,2
MI0149,ALMONT DISTRICT LIBRARY,Town,"6,961",86,50,1,35,920,732,176,0,0
MI0150,HERRICK DISTRICT LIBRARY,City,"109,385",304,174,73,46,"6,983","4,331",699,"1,095",11
MI0151,HESPERIA COMMUNITY LIBRARY,Rural,"5,839",83,67,14,1,"1,097",750,15,150,1
MI0152,HIGHLAND TOWNSHIP PUBLIC LIBRARY,Suburban,"19,172",284,148,70,59,"3,700","2,188",926,104,7
MI0153,HOLLY TOWNSHIP LIBRARY,Town,"24,106",209,109,32,64,"5,521","4,020",972,163,4
MI0154,HOME TOWNSHIP LIBRARY,Rural,"4,343",70,41,3,24,371,277,72,11,2
MI0155,HOMER PUBLIC LIBRARY,Rural,"3,841",500,334,51,115,"2,418","1,984",351,0,0
MI0157,HOPKINS DISTRICT LIBRARY,Rural,"4,851",16,0,0,0,100,0,0,100,16
MI0158,HOUGHTON LAKE PUBLIC LIBRARY,Rural,"14,906",230,151,13,66,"2,657","2,252",327,0,0
MI0159,HOWE MEMORIAL LIBRARY,Rural,"5,344",108,59,4,36,"2,318","1,648",358,286,9
MI0160,HOWELL CARNEGIE DISTRICT LIBRARY,Suburban,"58,718",476,290,22,152,"15,411","12,818","1,539",827,12
MI0161,HUDSON CARNEGIE DISTRICT LIBRARY,Rural,"5,174",224,137,8,73,"3,100","1,311","1,538",225,6
MI0162,GARY BYKER MEMORIAL LIBRARY OF HUDSONVILLE,Suburban,"12,374",299,166,22,101,"6,240","4,110","1,071",531,10
MI0163,HUNTINGTON WOODS PUBLIC LIBRARY,Suburban,"9,015",132,91,0,39,"1,385",970,390,25,2
MI0165,RUTH HUGHES MEMORIAL DISTRICT LIBRARY,Town,"11,524",95,48,22,25,"2,881","2,161",309,0,0
MI0166,CLARKSTON INDEPENDENCE DISTRICT LIBRARY,Suburban,"37,614",346,192,31,123,"10,377","8,357","1,518",0,0
MI0167,INDIAN RIVER AREA LIBRARY,Rural,"4,608",174,73,7,59,"1,288",687,107,180,35
MI0168,CARO AREA DISTRICT LIBRARY,Town,"11,411",126,27,12,84,"3,269","1,045","1,555",312,3
MI0170,INTERLOCHEN PUBLIC LIBRARY,Rural,"6,703",415,137,42,214,"6,584","3,041","2,115",809,22
MI0171,IOSCO-ARENAC DISTRICT LIBRARY,Town,"40,239",77,70,0,7,880,809,71,0,0
MI0172,IRONWOOD CARNEGIE LIBRARY,Town,"5,312",123,84,13,25,"2,812","2,279",246,145,1
MI0173,ISHPEMING CARNEGIE PUBLIC LIBRARY,Town,"13,055",167,113,25,29,"3,398","2,347",266,0,0
MI0174,J. C. WHEELER PUBLIC LIBRARY,Rural,"6,661",120,59,25,35,"2,065","1,104",175,175,1
MI0175,JACKSON DISTRICT LIBRARY,City,"160,366",672,321,51,123,"43,855","22,890","7,659","12,021",177
MI0176,JACQUELIN E. OPPERMAN MEMORIAL LIBRARY,Rural,"3,805",0,0,0,0,0,0,0,0,0
MI0177,FRANKENMUTH JAMES E. WICKSON DISTRICT LIBRARY,Town,"7,738",234,141,28,50,"5,509","3,448",696,"1,000",15
MI0178,JONESVILLE DISTRICT LIBRARY,Town,"5,134",108,55,7,25,"1,291",706,208,325,21
MI0179,JORDAN VALLEY DISTRICT LIBRARY,Rural,"6,819",13,10,3,0,306,299,0,0,0
MI0180,KALAMAZOO PUBLIC LIBRARY,City,"127,924",710,275,243,192,"22,761","11,738","7,700",0,0
MI0181,KALKASKA COUNTY LIBRARY,Town,"17,939",58,52,0,6,"1,437","1,380",57,0,0
MI0182,KENT DISTRICT LIBRARY,Suburban,"439,194","4,176","2,107",194,606,"182,737","66,883","21,514","86,071","1,269"
MI0184,L`ANSE AREA SCHOOL-PUBLIC LIBRARY,Rural,"8,761",11,6,0,2,361,208,22,131,3
MI0186,LAINGSBURG PUBLIC LIBRARY,Rural,"9,430",18,16,0,2,267,255,12,0,0
MI0187,LAKE LINDEN-HUBBELL SCHOOL PUBLIC LIBRARY,Town,"3,852",1,1,0,0,18,18,0,0,0
MI0188,LAKE ODESSA COMMUNITY LIBRARY,Rural,"4,293",110,74,8,12,"3,652","2,663",374,509,16
MI0190,LAPEER DISTRICT LIBRARY,Rural,"60,026",998,702,66,72,"16,305","13,008",867,"1,833",158
MI0191,LAWRENCE MEMORIAL PUBLIC LIBRARY,Rural,"2,633",11,1,0,0,581,14,0,567,10
MI0192,LAWTON PUBLIC LIBRARY,Town,"1,850",111,56,5,49,"1,172",913,244,0,1
MI0193,LEELANAU TOWNSHIP LIBRARY,Rural,"2,048",30,0,6,19,495,0,387,84,5
MI0194,LELAND TOWNSHIP PUBLIC LIBRARY,Rural,"6,034",110,72,0,38,"3,006","1,039","1,967",0,0
MI0195,LENAWEE DISTRICT LIBRARY,Town,"40,514",633,401,84,117,"9,122","7,053",964,325,31
MI0196,LENOX TOWNSHIP LIBRARY,Suburban,"12,119",300,105,25,34,"2,570",960,223,"1,251",136
MI0197,LEROY COMMUNITY LIBRARY,Rural,"2,916",98,72,13,0,"2,131","1,719",0,270,13
MI0198,LINCOLN TOWNSHIP PUBLIC LIBRARY,Suburban,"22,905",321,163,62,92,"10,934","9,270",658,303,4
MI0199,LITCHFIELD DISTRICT LIBRARY,Rural,"2,423",43,42,1,0,199,197,0,0,0
MI0200,LIVONIA PUBLIC LIBRARY,City,"95,535",569,295,117,154,"12,863","9,235","2,225",250,3
MI0201,LOUTIT DISTRICT LIBRARY,Suburban,"39,331",327,79,21,227,"8,889","4,276","4,366",0,0
MI0203,LUTHER AREA PUBLIC LIBRARY,Rural,"3,954",26,18,0,2,328,207,38,83,6
MI0204,LYON TOWNSHIP PUBLIC LIBRARY,Suburban,"23,271",217,82,24,111,"2,874","1,283","1,437",0,0
MI0205,LYONS TOWNSHIP DISTRICT LIBRARY,Rural,"3,752",23,20,0,3,121,111,10,0,0
MI0206,M. ALICE CHAPIN MEMORIAL LIBRARY,Rural,"3,876",0,0,0,0,0,0,0,0,0
MI0207,MACKINAC ISLAND PUBLIC LIBRARY,Rural,583,12,7,0,1,370,75,65,230,4
MI0208,MACKINAW AREA PUBLIC LIBRARY,Rural,"5,347",390,248,124,15,"5,074","4,503",148,61,3
MI0210,MADISON HEIGHTS PUBLIC LIBRARY,Suburban,"28,468",89,58,0,18,"1,389",843,308,238,13
MI0211,MANCELONA TOWNSHIP LIBRARY,Rural,"4,886",24,24,0,0,98,98,0,0,0
MI0212,MANCHESTER DISTRICT LIBRARY,Rural,"7,186",124,38,10,64,"1,264",556,384,279,12
MI0213,MANISTEE COUNTY LIBRARY,Town,"23,120",305,196,29,56,"4,534","2,408",289,"1,656",24
MI0214,MANISTIQUE SCHOOL & PUBLIC LIBRARY,Town,"7,918",52,30,10,3,"1,545",850,280,312,9
MI0215,MAPLE RAPIDS PUBLIC LIBRARY,Rural,"3,001",18,18,0,0,108,108,0,0,0
MI0216,MARCELLUS TOWNSHIP WOOD MEMORIAL LIBRARY,Rural,"3,988",73,22,0,28,"1,997",391,218,"1,388",23
MI0217,MARLETTE DISTRICT LIBRARY,Rural,"4,910",0,0,0,0,0,0,0,0,0
MI0218,MARSHALL DISTRICT LIBRARY,Town,"14,637",314,152,34,128,"5,383","3,965","1,085",0,0
MI0220,MAUD PRESTON PALENSKE MEMORIAL LIBRARY,Suburban,"17,849",65,38,6,21,"3,422","1,907","1,364",0,0
MI0221,MAYVILLE DISTRICT PUBLIC LIBRARY,Rural,"5,087",65,21,6,6,"1,447",418,14,974,32
MI0223,CHELSEA DISTRICT LIBRARY,Town,"16,126",349,179,61,67,"9,502","3,258","4,042","1,464",42
MI0224,MCMILLAN TOWNSHIP LIBRARY,Rural,"2,115",0,0,0,0,0,0,0,0,0
MI0225,MENDON TOWNSHIP LIBRARY,Rural,"5,676",54,12,0,0,"1,055",732,0,323,42
MI0226,MENOMINEE COUNTY LIBRARY,Rural,"14,002",345,253,2,59,"10,135","6,306",491,"3,301",31
MI0227,MERRILL DISTRICT LIBRARY,Rural,"3,152",92,32,7,48,"1,162",655,416,55,5
MI0228,MILAN PUBLIC LIBRARY,Town,"19,333",246,137,42,67,"5,090","4,238",685,0,0
MI0229,MILFORD PUBLIC LIBRARY,Suburban,"17,090",48,23,3,22,623,402,197,0,0
MI0230,MILLINGTON ARBELA DISTRICT LIBRARY,Rural,"7,054",99,72,2,21,"1,322","1,164",35,119,4
MI0231,MISSAUKEE DISTRICT LIBRARY,Rural,"13,275",107,60,0,36,"1,394",720,454,220,11
MI0232,HILLSDALE COMMUNITY LIBRARY,Town,"11,546",126,79,4,40,"1,604","1,134",403,62,3
MI0233,MONROE COUNTY LIBRARY SYSTEM,City,"152,595","1,559",579,31,407,"30,875","13,933","3,622","12,874",542
MI0234,MONTMORENCY COUNTY PUBLIC LIBRARIES,Rural,"9,153",315,234,46,15,"3,685","2,870",300,425,20
MI0235,MOORE PUBLIC LIBRARY,Rural,"4,398",48,13,1,30,346,44,166,131,4
MI0236,MORTON TOWNSHIP PUBLIC LIBRARY,Rural,"6,776",189,102,8,75,"4,312","2,730",552,918,4
MI0237,MOUNT CLEMENS PUBLIC LIBRARY,Suburban,"22,994",313,226,36,51,"9,630","7,566","1,876",0,0
MI0238,MULLIKEN DISTRICT LIBRARY,Rural,"1,748",2,2,0,0,6,6,0,0,0
MI0239,MUNISING SCHOOL PUBLIC LIBRARY,Town,"8,857",48,24,3,19,918,208,512,129,2
MI0240,MUSKEGON AREA DISTRICT LIBRARY,Suburban,"107,920",443,254,26,163,"14,297","10,558","3,705",0,0
MI0241,NEGAUNEE PUBLIC LIBRARY,Town,"7,859",162,77,62,20,"1,513",885,92,171,3
MI0242,MACDONALD PUBLIC LIBRARY,Suburban,"13,447",206,117,27,32,"2,815","2,368",179,188,30
MI0243,NEW BUFFALO TOWNSHIP PUBLIC LIBRARY,Rural,"5,089",450,414,8,28,"13,729","12,692","1,008",0,0
MI0244,NEWAYGO AREA DISTRICT LIBRARY,Town,"7,494",249,177,28,40,"2,218","1,214",406,544,4
MI0245,NILES DISTRICT LIBRARY,City,"25,075",947,573,162,212,"21,884","15,921","4,101",0,0
MI0246,NORTH ADAMS COMMUNITY MEMORIAL LIBRARY,Rural,"4,196",178,4,4,22,673,22,0,645,148
MI0247,NORTH BRANCH TOWNSHIP LIBRARY,Rural,"3,571",85,67,3,11,"3,410","2,911",168,299,4
MI0248,NORTHVILLE DISTRICT LIBRARY,Suburban,"37,877",317,98,50,169,"7,032","3,499","2,915",0,0
MI0249,NOTTAWA TOWNSHIP LIBRARY,Rural,"5,943",70,40,16,14,"1,357",778,482,0,0
MI0250,NOVI PUBLIC LIBRARY,City,"66,403","2,087",484,155,"1,295","27,783","16,951","2,753","6,885",153
MI0251,OAK PARK PUBLIC LIBRARY,Suburban,"29,560",98,41,33,18,"1,362",366,249,301,6
MI0253,OGEMAW DISTRICT LIBRARY,Rural,"11,647",114,31,14,69,"2,161",727,"1,379",0,0
MI0254,ONTONAGON TOWNSHIP LIBRARY,Rural,"3,182",61,24,12,7,660,142,175,270,18
MI0255,ORION TOWNSHIP PUBLIC LIBRARY,Suburban,"38,206",598,182,74,325,"10,237","4,471","2,994","1,649",17
MI0256,OSCEOLA TOWNSHIP SCHOOL PUBLIC LIBRARY,Town,"1,877",7,7,0,0,92,92,0,0,0
MI0257,OSCODA COUNTY DISTRICT LIBRARY,Rural,"8,219",29,15,0,13,876,645,200,31,1
MI0258,OTSEGO COUNTY LIBRARY,Town,"25,091",260,192,14,27,"5,406","4,441",324,324,27
MI0259,OTSEGO DISTRICT PUBLIC LIBRARY,Town,"14,787",288,172,56,50,"13,582","9,071",897,"2,538",10
MI0260,OVID PUBLIC LIBRARY,Rural,"5,198",111,42,16,14,"1,030",639,160,182,39
MI0261,SHIAWASSEE DISTRICT LIBRARY,Town,"27,373",262,247,1,13,"9,997","9,436",308,247,1
MI0262,OXFORD PUBLIC LIBRARY,Suburban,"22,419",719,405,194,95,"72,508","9,417",991,"61,270",25
MI0263,PARCHMENT COMMUNITY LIBRARY,Suburban,"10,052",129,87,3,38,"2,854","1,274",741,800,1
MI0264,PATHFINDER COMMUNITY LIBRARY,Rural,"7,067",6,0,4,2,110,0,50,0,0
MI0265,PAW PAW DISTRICT LIBRARY,Town,"14,002",131,49,24,56,"1,908","1,115",516,91,2
MI0266,PENINSULA COMMUNITY LIBRARY,Rural,"6,068",201,80,8,102,"3,153","1,837","1,077",164,11
MI0267,PENTWATER TOWNSHIP LIBRARY,Rural,"2,081",80,48,11,15,723,360,278,28,6
MI0268,PETER WHITE PUBLIC LIBRARY,Town,"35,963",720,430,60,230,"20,267","13,241","5,717",0,0
MI0269,PETOSKEY DISTRICT LIBRARY,Town,"17,400",219,81,65,63,"3,724","1,455","1,410",200,10
MI0270,PIGEON DISTRICT LIBRARY,Rural,"6,449",144,116,2,26,"1,184",950,215,0,0
MI0271,PINCKNEY COMMUNITY PUBLIC LIBRARY,Suburban,"11,072",289,160,7,102,"8,650","7,185","1,233",208,20
MI0272,PITTSFORD PUBLIC LIBRARY,Rural,"3,952",12,8,2,1,19,15,2,2,1
MI0273,PLYMOUTH DISTRICT LIBRARY,Suburban,"37,308",418,126,96,53,"8,441","1,923","1,925","3,945",143
MI0274,PONTIAC PUBLIC LIBRARY,City,"61,606",529,451,49,29,"7,262","5,326",78,0,0
MI0275,PORT AUSTIN TOWNSHIP LIBRARY,Rural,"4,604",18,12,0,5,321,96,75,150,1
MI0276,PORTAGE LAKE DISTRICT LIBRARY,Town,"18,515",263,182,39,27,"2,372","1,290",195,75,15
MI0277,PORTAGE DISTRICT LIBRARY,City,"56,304",322,186,14,86,"18,344","14,532","1,677","1,628",36
MI0278,PORTLAND DISTRICT LIBRARY,Town,"14,529",84,48,20,4,"1,568",692,33,756,12
MI0279,PRESQUE ISLE DISTRICT LIBRARY,Town,"14,332",493,308,59,50,"14,646","7,127","3,494","2,684",76
MI0280,PUTNAM DISTRICT LIBRARY,Rural,"6,728",99,66,7,22,702,616,33,39,4
MI0281,RAUCHHOLZ MEMORIAL LIBRARY,Rural,"5,953",121,93,5,4,"1,209",904,30,237,19
MI0282,RAWSON MEMORIAL LIBRARY,Rural,"8,738",41,23,4,8,"1,181",723,133,287,6
MI0283,READING COMMUNITY LIBRARY,Rural,"5,378",61,15,0,12,933,673,82,178,34
MI0284,REED CITY AREA DISTRICT LIBRARY,Rural,"6,802",91,70,1,16,"2,145","1,859",219,60,4
MI0285,REPUBLIC-MICHIGAMME SCHOOL/ PUBLIC LIBRARY,Rural,"1,390",0,0,0,0,0,0,0,0,0
MI0286,TIMOTHY C. HAUENSTEIN REYNOLDS TOWNSHIP LIBRARY,Rural,"9,992",420,263,18,130,"14,786","11,655","1,976",633,9
MI0287,RICHFIELD TOWNSHIP PUBLIC LIBRARY,Rural,"3,781",30,1,1,14,"1,732",18,78,"1,630",14
MI0288,RICHLAND COMMUNITY LIBRARY,Rural,"8,693",310,178,58,60,"4,941","2,039",770,"1,542",14
MI0289,RICHLAND TOWNSHIP LIBRARY,Rural,"3,486",32,25,0,7,242,219,23,0,0
MI0290,LOIS WAGNER MEMORIAL LIBRARY,Town,"11,627",199,53,0,143,"2,079",690,974,415,3
MI0291,RICHMOND TOWNSHIP LIBRARY,Rural,806,29,22,2,0,277,188,0,59,5
MI0292,RIVERVIEW PUBLIC LIBRARY,Suburban,"12,490",38,38,0,0,539,539,0,0,0
