FSCS Key,Library Name,Locale,Service Area Population,Central Library,Branch Library,Bookmobiles
NJ0138,GILL MEMORIAL LIBRARY,Suburban,"6,196",1,0,0
NJ0139,MCCOWAN MEMORIAL LIBRARY,Suburban,"8,780",1,0,0
NJ0141,MARGARET E. HEGGAN FREE PUBLIC LIBRARY,Suburban,"48,677",1,0,0
NJ0142,WENONAH FREE PUBLIC LIBRARY,Suburban,"2,283",1,0,0
NJ0143,WEST DEPTFORD FREE PUBLIC LIBRARY,Suburban,"22,197",1,0,0
NJ0144,WESTVILLE PUBLIC LIBRARY,Suburban,"4,264",1,0,0
NJ0145,WOODBURY PUBLIC LIBRARY,Suburban,"9,963",1,0,0
NJ0146,BAYONNE FREE PUBLIC LIBRARY,Suburban,"71,686",1,0,0
NJ0147,HARRISON PUBLIC LIBRARY,Suburban,"19,450",1,0,0
NJ0148,HOBOKEN PUBLIC LIBRARY,Suburban,"60,419",1,1,0
NJ0149,JERSEY CITY FREE PUBLIC LIBRARY,City,"292,449",1,9,1
NJ0150,KEARNY PUBLIC LIBRARY,Suburban,"41,999",1,1,0
NJ0151,NORTH BERGEN FREE PUBLIC LIBRARY,Suburban,"63,361",1,1,0
NJ0152,SECAUCUS FREE PUBLIC LIBRARY,Suburban,"22,181",1,1,0
NJ0153,UNION CITY PUBLIC LIBRARY,Suburban,"68,589",1,1,0
NJ0154,WEEHAWKEN FREE PUBLIC LIBRARY,Suburban,"17,197",1,0,0
NJ0155,WEST NEW YORK FREE PUBLIC LIBRARY,Suburban,"52,912",1,0,0
NJ0156,HUNTERDON COUNTY LIBRARY,Rural,"118,700",1,2,1
NJ0158,FLEMINGTON FREE PUBLIC LIBRARY,Suburban,"4,876",1,0,0
NJ0159,FRENCHTOWN PUBLIC LIBRARY,Town,"1,370",1,0,0
NJ0160,HIGH BRIDGE PUBLIC LIBRARY,Suburban,"3,546",1,0,0
NJ0161,HOLLAND TOWNSHIP FREE PUBLIC LIBRARY,Rural,"5,177",1,0,0
NJ0162,LAMBERTVILLE FREE PUBLIC LIBRARY,Suburban,"4,139",1,0,0
NJ0163,MILFORD PUBLIC LIBRARY,Town,"1,232",1,0,0
NJ0164,TEWKSBURY TOWNSHIP PUBLIC LIBRARY,Rural,"5,870",1,0,0
NJ0165,MERCER COUNTY LIBRARY,Suburban,"168,771",1,8,0
NJ0166,HAMILTON TOWNSHIP FREE PUBLIC LIBRARY,Suburban,"92,297",1,0,0
NJ0167,HOPEWELL PUBLIC LIBRARY,Suburban,"1,918",1,0,0
NJ0168,PENNINGTON FREE PUBLIC LIBRARY,Suburban,"2,802",1,0,0
NJ0169,PRINCETON PUBLIC LIBRARY,City,"30,681",1,0,0
NJ0170,TRENTON FREE PUBLIC LIBRARY,City,"90,871",1,0,0
NJ0171,CARTERET FREE PUBLIC LIBRARY,Suburban,"25,326",1,0,0
NJ0172,CRANBURY PUBLIC LIBRARY,Suburban,"3,842",1,0,0
NJ0173,DUNELLEN FREE PUBLIC LIBRARY,Suburban,"7,637",1,0,0
NJ0174,EAST BRUNSWICK PUBLIC LIBRARY,Suburban,"49,715",1,0,0
NJ0175,EDISON TOWNSHIP FREE PUBLIC LIBRARY,Suburban,"107,588",1,2,0
NJ0176,HIGHLAND PARK PUBLIC LIBRARY,Suburban,"15,072",1,0,0
NJ0177,JAMESBURG PUBLIC LIBRARY,Suburban,"5,783",1,0,0
NJ0178,METUCHEN PUBLIC LIBRARY,Suburban,"15,049",1,0,0
NJ0179,MIDDLESEX PUBLIC LIBRARY,Suburban,"14,636",1,0,0
NJ0180,MILLTOWN PUBLIC LIBRARY,Suburban,"7,037",1,0,0
NJ0181,MONROE TWP PUBLIC LIBRARY/MIDDLESEX,Suburban,"48,594",1,0,1
NJ0182,NEW BRUNSWICK FREE PUBLIC LIBRARY,City,"55,266",1,0,0
NJ0183,NORTH BRUNSWICK FREE PUBLIC LIBRARY,Suburban,"43,905",1,0,0
NJ0184,OLD BRIDGE PUBLIC LIBRARY,Suburban,"66,876",1,0,0
NJ0185,PERTH AMBOY FREE PUBLIC LIBRARY,Suburban,"55,436",1,0,0
NJ0186,PISCATAWAY PUBLIC LIBRARY,Suburban,"60,804",1,1,0
NJ0187,PLAINSBORO FREE PUBLIC LIBRARY,Suburban,"24,084",1,0,0
NJ0188,SAYREVILLE FREE PUBLIC LIBRARY,Suburban,"45,345",1,0,0
NJ0189,DOWDELL LIBRARY OF SOUTH AMBOY,Suburban,"9,411",1,0,0
NJ0190,SOUTH BRUNSWICK PUBLIC LIBRARY,Suburban,"47,043",1,0,1
NJ0191,SOUTH PLAINFIELD FREE PUBLIC LIBRARY,Suburban,"24,338",1,0,0
NJ0192,SOUTH RIVER PUBLIC LIBRARY,Suburban,"16,118",1,0,0
NJ0193,SPOTSWOOD PUBLIC LIBRARY,Suburban,"8,163",1,0,0
NJ0194,WOODBRIDGE PUBLIC LIBRARY,Suburban,"103,639",1,2,0
NJ0195,MONMOUTH COUNTY LIBRARY,Suburban,"425,110",1,12,0
NJ0196,MATAWAN-ABERDEEN PUBLIC LIBRARY,Suburban,"28,894",1,0,0
NJ0197,ASBURY PARK FREE PUBLIC LIBRARY,Suburban,"15,188",1,0,0
NJ0199,AVON FREE PUBLIC LIBRARY,Suburban,"1,933",1,0,0
NJ0200,BELMAR PUBLIC LIBRARY,Suburban,"5,907",1,0,0
NJ0201,BRADLEY BEACH PUBLIC LIBRARY,Suburban,"4,282",1,0,0
NJ0202,BRIELLE PUBLIC LIBRARY,Suburban,"4,982",1,0,0
NJ0203,EATONTOWN PUBLIC LIBRARY,Suburban,"13,597",1,0,0
NJ0204,FAIR HAVEN PUBLIC LIBRARY,Suburban,"6,269",1,0,0
NJ0205,FREEHOLD PUBLIC LIBRARY,Suburban,"12,538",1,0,0
NJ0207,KEYPORT FREE PUBLIC LIBRARY,Suburban,"7,204",1,0,0
NJ0208,LITTLE SILVER PUBLIC LIBRARY,Suburban,"6,131",1,0,0
NJ0209,LONG BRANCH FREE PUBLIC LIBRARY,Suburban,"31,667",1,1,0
NJ0210,MANASQUAN PUBLIC LIBRARY,Suburban,"5,938",1,0,0
NJ0211,MIDDLETOWN TOWNSHIP PUBLIC LIBRARY,Suburban,"67,106",1,0,0
NJ0212,MONMOUTH BEACH PUBLIC LIBRARY,Suburban,"3,174",1,0,0
NJ0213,NEPTUNE TOWNSHIP PUBLIC LIBRARY,Suburban,"28,061",1,0,0
NJ0215,RED BANK PUBLIC LIBRARY,Suburban,"12,936",1,0,0
NJ0216,OCEANIC FREE LIBRARY,Suburban,"7,343",1,0,0
NJ0217,SPRING LAKE PUBLIC LIBRARY,Suburban,"2,789",1,0,0
NJ0218,TINTON FALLS PUBLIC LIBRARY,Suburban,"19,181",1,0,0
NJ0219,UNION BEACH MEMORIAL LIBRARY,Suburban,"5,723",1,0,0
NJ0221,MORRIS COUNTY LIBRARY,Suburban,"509,285",1,0,0
NJ0222,BOONTON HOLMES PUBLIC LIBRARY,Suburban,"8,815",1,0,0
NJ0223,BUTLER PUBLIC LIBRARY,Suburban,"8,047",1,0,0
NJ0224,CHATHAMS JOINT FREE PUBLIC LIBRARY,Suburban,"20,195",1,0,0
NJ0225,CHESTER LIBRARY,Suburban,"9,394",1,0,0
NJ0226,DENVILLE FREE PUBLIC LIBRARY,Suburban,"17,107",1,0,0
NJ0227,DOVER FREE PUBLIC LIBRARY,Suburban,"18,460",1,0,0
NJ0228,EAST HANOVER TOWNSHIP FREE PUBLIC LIBRARY,Suburban,"11,105",1,0,0
NJ0229,FLORHAM PARK FREE PUBLIC LIBRARY,Suburban,"12,585",1,0,0
NJ0230,WHIPPANONG LIBRARY/HANOVER TOWNSHIP,Suburban,"14,677",1,0,0
NJ0231,JEFFERSON TOWNSHIP PUBLIC LIBRARY,Rural,"20,538",1,0,0
NJ0232,KINNELON PUBLIC LIBRARY,Suburban,"9,966",1,0,0
NJ0233,LINCOLN PARK PUBLIC LIBRARY,Suburban,"10,915",1,0,0
NJ0234,MADISON PUBLIC LIBRARY,Suburban,"16,937",1,0,0
NJ0235,MENDHAM FREE PUBLIC LIBRARY,Suburban,"4,981",1,0,0
NJ0236,MENDHAM TOWNSHIP LIBRARY,Suburban,"6,016",1,0,0
NJ0237,MONTVILLE TOWNSHIP PUBLIC LIBRARY,Suburban,"22,450",1,0,0
NJ0238,MORRISTOWN-MORRIS TWP JOINT PUBLIC LIBRARY,Suburban,"43,154",1,0,1
NJ0239,MORRIS PLAINS LIBRARY,Suburban,"6,153",1,0,0
NJ0240,MOUNTAIN LAKES FREE PUBLIC LIBRARY,Suburban,"4,472",1,0,0
NJ0241,MOUNT ARLINGTON PUBLIC LIBRARY,Suburban,"5,909",1,0,0
NJ0242,MOUNT OLIVE PUBLIC LIBRARY,Suburban,"28,886",1,0,0
NJ0243,PARSIPPANY-TROY HILLS PUBLIC LIBRARY,Suburban,"56,162",1,1,0
NJ0244,LONG HILL TOWNSHIP FREE PUBLIC LIBRARY,Suburban,"8,629",1,0,0
NJ0245,PEQUANNOCK TOWNSHIP PUBLIC LIBRARY,Suburban,"15,571",1,0,0
NJ0246,RANDOLPH TOWNSHIP FREE PUBLIC LIBRARY,Suburban,"26,504",1,0,0
NJ0247,ROCKAWAY BOROUGH FREE PUBLIC LIBRARY,Suburban,"6,598",1,0,0
NJ0248,ROCKAWAY TOWNSHIP FREE PUBLIC LIBRARY,Suburban,"25,341",1,1,0
NJ0249,ROXBURY PUBLIC LIBRARY,Suburban,"22,950",1,0,0
NJ0250,WASHINGTON TWP PUBLIC LIBRARY/MORRIS,Suburban,"18,197",1,0,0
NJ0251,WHARTON PUBLIC LIBRARY,Suburban,"7,241",1,0,0
NJ0252,OCEAN COUNTY LIBRARY,Suburban,"636,202",1,20,0
NJ0253,BEACH HAVEN FREE PUBLIC LIBRARY,Suburban,"1,027",1,0,0
NJ0255,BLOOMINGDALE FREE PUBLIC LIBRARY,Suburban,"7,777",1,0,0
NJ0256,CLIFTON PUBLIC LIBRARY,Suburban,"90,296",1,1,0
NJ0257,HALEDON FREE PUBLIC LIBRARY,Suburban,"9,052",1,0,0
NJ0258,LOUIS BAY 2ND LIBRARY,Suburban,"19,637",1,0,0
NJ0259,LITTLE FALLS PUBLIC LIBRARY,Suburban,"13,360",1,0,0
NJ0260,NORTH HALEDON FREE PUBLIC LIBRARY,Suburban,"8,927",1,0,0
NJ0261,PASSAIC PUBLIC LIBRARY,Suburban,"70,537",1,1,1
NJ0262,PATERSON FREE PUBLIC LIBRARY,Suburban,"159,732",1,3,0
NJ0263,POMPTON LAKES BOROUGH FREE PUBLIC LIBRARY,Suburban,"11,127",1,0,0
NJ0264,RINGWOOD PUBLIC LIBRARY,Suburban,"11,735",1,0,0
NJ0265,DWIGHT D. EISENHOWER LIBRARY,Suburban,"11,065",1,0,0
NJ0266,WANAQUE BOROUGH FREE PUBLIC LIBRARY,Suburban,"11,317",1,0,0
NJ0267,WAYNE PUBLIC LIBRARY,Suburban,"54,838",1,0,0
NJ0268,WEST MILFORD TOWNSHIP LIBRARY,Suburban,"24,862",1,0,0
NJ0269,ALFRED H. BAUMANN LIBRARY/WEST PATERSO,Suburban,"13,484",1,0,0
NJ0270,ELMER PUBLIC LIBRARY,Suburban,"1,347",1,0,0
NJ0272,PENNSVILLE PUBLIC LIBRARY,Rural,"12,684",1,0,0
NJ0273,SALEM FREE PUBLIC LIBRARY,Town,"5,296",1,0,0
NJ0274,WOODSTOWN-PILESGROVE LIBRARY,Town,"7,861",1,0,0
NJ0275,SOMERSET COUNTY LIBRARY,Suburban,"224,243",1,10,0
NJ0276,BEDMINSTER-FAR HILLS,Rural,"9,196",1,0,0
NJ0277,BERNARDS TOWNSHIP LIBRARY,Suburban,"27,830",1,0,0
NJ0278,BERNARDSVILLE PUBLIC LIBRARY,Suburban,"7,893",1,0,0
NJ0280,FRANKLIN TWP PUBLIC LIBRARY/SOMERSET,Suburban,"68,364",1,1,0
NJ0282,RARITAN PUBLIC LIBRARY,Suburban,"7,835",1,0,0
NJ0284,SUSSEX COUNTY LIBRARY,Rural,"124,621",1,5,0
NJ0285,SPARTA PUBLIC LIBRARY,Suburban,"19,600",1,0,0
NJ0286,BERKELEY HEIGHTS FREE PUBLIC LIBRARY,Suburban,"13,285",1,0,0
NJ0287,CLARK PUBLIC LIBRARY,Suburban,"15,544",1,0,0
NJ0288,CRANFORD PUBLIC LIBRARY,Suburban,"22,625",1,0,0
NJ0289,ELIZABETH FREE PUBLIC LIBRARY,Suburban,"137,298",1,3,0
NJ0290,FANWOOD MEMORIAL LIBRARY,Suburban,"7,774",1,0,0
NJ0291,GARWOOD FREE PUBLIC LIBRARY,Suburban,"4,454",1,0,0
NJ0292,HILLSIDE FREE PUBLIC LIBRARY,Suburban,"22,456",1,0,0
NJ0293,KENILWORTH PUBLIC LIBRARY,Suburban,"8,427",1,0,0
NJ0294,LINDEN FREE PUBLIC LIBRARY,Suburban,"43,738",1,0,0
NJ0295,MOUNTAINSIDE FREE PUBLIC LIBRARY,Suburban,"7,020",1,0,0
NJ0296,NEW PROVIDENCE MEMORIAL LIBRARY,Suburban,"13,650",1,0,0
NJ0297,PLAINFIELD FREE PUBLIC LIBRARY,Suburban,"54,586",1,0,0
NJ0298,RAHWAY PUBLIC LIBRARY,Suburban,"29,556",1,0,0
NJ0299,ROSELLE FREE PUBLIC LIBRARY,Suburban,"22,695",1,0,0
NJ0300,ROSELLE PARK VETERAN`S MEMORIAL LIBRARY,Suburban,"13,967",1,0,0
NJ0301,SCOTCH PLAINS PUBLIC LIBRARY,Suburban,"24,968",1,0,0
NJ0302,SPRINGFIELD FREE PUBLIC LIBRARY,Suburban,"17,178",1,0,0
NJ0303,SUMMIT FREE PUBLIC LIBRARY,Suburban,"22,719",1,0,0
NJ0304,UNION FREE PUBLIC LIBRARY,Suburban,"59,728",1,1,0
NJ0305,WESTFIELD MEMORIAL LIBRARY,Suburban,"31,032",1,0,0
NJ0306,WARREN COUNTY LIBRARY,Town,"74,508",1,4,0
NJ0307,W.H. WALTERS FREE PUBLIC LIBRARY,Suburban,"2,328",1,0,0
NJ0310,HACKETTSTOWN FREE PUBLIC LIBRARY,Suburban,"10,248",1,0,0
NJ0311,OXFORD PUBLIC LIBRARY,Town,"2,444",1,0,0
NJ0312,PHILLIPSBURG FREE PUBLIC LIBRARY,Suburban,"15,249",1,0,0
NJ0313,WASHINGTON PUBLIC LIBRARY,Town,"7,299",1,0,0
NJ0314,SEA GIRT LIBRARY,Suburban,"1,866",1,0,0
NJ0315,AVALON FREE PUBLIC LIBRARY,Suburban,"1,243",1,1,0
NJ9006,RIVERDALE PUBLIC LIBRARY,Suburban,"4,107",1,0,0
NJ9009,BASS RIVER COMMUNITY LIBRARY,Rural,"1,355",1,0,0
NJ9010,SEA BRIGHT LIBRARY,Suburban,"1,449",1,0,0
NJ9011,HARDING TOWNSHIP LIBRARY,Rural,"3,871",1,0,0
NJ9015,LONGPORT PUBLIC LIBRARY,Suburban,893,1,0,0
NM0001,ALAMOGORDO PUBLIC LIBRARY,Town,"30,403",1,0,0
NM0002,ALBUQUERQUE/BERNALILLO COUNTY LIBRARY SYSTEM,City,"662,564",1,17,1
NM0003,ARTESIA PUBLIC LIBRARY,Town,"11,301",1,0,0
NM0004,AZTEC PUBLIC LIBRARY,Town,"6,763",1,0,0
NM0005,BELEN PUBLIC LIBRARY,Suburban,"7,269",1,1,0
NM0006,TOWN OF BERNALILLO PUBLIC LIBRARY,Suburban,"8,320",1,0,0
NM0007,CARLSBAD PUBLIC LIBRARY,Town,"26,138",1,0,0
NM0008,ELEANOR DAGGETT MEMORIAL LIBRARY,Rural,"1,022",1,0,0
NM0009,ALBERT W. THOMPSON MEMORIAL LIBRARY,Rural,"2,980",1,0,0
NM0010,CLOVIS CARVER PUBLIC LIBRARY,Town,"37,775",1,0,0
NM0011,MARSHALL MEMORIAL LIBRARY,Town,"14,855",1,0,0
NM0012,ESPANOLA PUBLIC LIBRARY,Town,"10,224",1,0,0
NM0013,EUNICE PUBLIC LIBRARY,Town,"2,922",1,0,0
NM0014,FARMINGTON PUBLIC LIBRARY,City,"45,877",1,0,0
NM0015,FORT SUMNER PUBLIC LIBRARY,Rural,"1,031",1,0,0
NM0016,OCTAVIA FELLIN PUBLIC LIBRARY,Town,"21,678",1,1,0
NM0017,GRANTS PUBLIC LIBRARY,Town,"9,182",1,0,0
NM0018,HATCH PUBLIC LIBRARY,Rural,"1,648",1,0,0
NM0019,HOBBS PUBLIC LIBRARY,Town,"34,122",1,0,0
NM0020,WOOLWORTH COMMUNITY LIBRARY,Rural,"2,047",1,1,0
NM0021,LAGUNA PUBLIC LIBRARY,Rural,-3,-3,-3,-3
NM0022,THOMAS BRANIGAN MEMORIAL LIBRARY,City,"97,618",1,2,0
NM0023,CARNEGIE PUBLIC LIBRARY,Town,"13,753",1,0,0
NM0024,LORDSBURG-HIDALGO LIBRARY,Rural,"2,797",1,0,0
NM0025,LOS ALAMOS COUNTY LIBRARY SYSTEM,Town,"17,950",1,1,0
NM0026,LOS LUNAS PUBLIC LIBRARY,Suburban,"14,835",1,1,0
NM0027,LOVINGTON PUBLIC LIBRARY,Town,"11,009",1,0,0
NM0028,PORTALES PUBLIC LIBRARY,Town,"12,280",1,0,0
NM0029,ARTHUR JOHNSON MEMORIAL LIBRARY,Town,"6,885",1,0,0
NM0030,RIO RANCHO PUBLIC LIBRARY,Suburban,"87,521",1,1,0
NM0031,ROSWELL PUBLIC LIBRARY,Town,"48,366",1,0,0
NM0032,RUIDOSO PUBLIC LIBRARY,Town,"8,029",1,0,0
NM0033,SANTA FE PUBLIC LIBRARY,City,"67,947",1,2,0
NM0034,MOISE MEMORIAL LIBRARY,Town,"2,848",1,0,0
NM0035,SILVER CITY PUBLIC LIBRARY,Town,"10,315",1,0,0
NM0036,SOCORRO PUBLIC LIBRARY,Town,"9,051",1,0,0
NM0037,FRED MACARON LIBRARY,Rural,"1,047",1,0,0
NM0038,TAOS PUBLIC LIBRARY,Town,"5,716",1,0,0
NM0039,TRUTH OR CONSEQUENCES PUBLIC LIBRARY,Town,"6,475",1,1,0
NM0040,TUCUMCARI PUBLIC LIBRARY,Town,"5,363",1,0,0
NM0041,ZUNI PUBLIC LIBRARY,Town,"6,302",1,0,0
NM0042,SHUTER LIBRARY OF ANGEL FIRE,Rural,"1,216",1,0,0
NM0043,BAYARD PUBLIC LIBRARY,Town,"2,328",1,0,0
NM0044,BOSQUE FARMS PUBLIC LIBRARY,Suburban,"3,904",1,0,0
NM0045,PUEBLO DE COCHITI LIBRARY,Rural,-3,-3,-3,-3
NM0046,COLUMBUS VILLAGE LIBRARY,Rural,"1,664",1,0,0
NM0047,CORRALES COMMUNITY LIBRARY,Suburban,"8,329",1,0,0
NM0048,CUBA PUBLIC LIBRARY,Rural,731,1,0,0
NM0050,EAGLE NEST PUBLIC LIBRARY,Rural,290,1,0,0
NM0051,EL RITO PUBLIC LIBRARY,Rural,808,1,0,0
NM0052,ESTANCIA PUBLIC LIBRARY,Rural,"1,655",1,0,0
NM0053,GLENWOOD COMMUNITY LIBRARY,Rural,143,1,0,0
NM0054,JEMEZ SPRINGS PUBLIC LIBRARY,Rural,250,1,0,0
NM0055,JICARILLA PUBLIC LIBRARY,Rural,"3,254",1,0,0
NM0057,MORIARTY COMMUNITY LIBRARY,Rural,"1,910",1,0,0
NM0058,MOUNTAINAIR PUBLIC LIBRARY,Rural,928,1,0,0
NM0060,PUEBLO OF POJOAQUE PUBLIC LIBRARY,Town,"1,907",1,0,0
NM0061,RED RIVER PUBLIC LIBRARY,Rural,477,1,0,0
NM0064,SANTA CLARA PUEBLO COMMUNITY LIBRARY,Town,-3,-3,-3,-3
NM0065,TATUM COMMUNITY LIBRARY,Rural,798,1,0,0
NM0070,ZIA ENRICHMENT LIBRARY,Rural,912,1,0,0
NM0074,BLOOMFIELD PUBLIC LIBRARY,Town,"8,112",1,0,0
NM0077,EMBUDO VALLEY LIBRARY & COMMUNITY CENTER,Rural,926,1,0,0
NM0078,EDGEWOOD COMMUNITY LIBRARY,Rural,"3,735",1,0,0
NM0082,SANTA ANA PUEBLO COMMUNITY LIBRARY,Rural,754,1,0,0
NM0083,PUEBLO DE SAN ILDEFONSO LIBRARY,Rural,524,1,0,0
NM0087,MAGDALENA PUBLIC LIBRARY,Rural,938,1,0,0
NM0089,JEMEZ PUEBLO COMMUNITY LIBRARY,Rural,"3,666",1,0,0
NM0090,PUEBLO OF ISLETA PUBLIC LIBRARY,Suburban,"4,837",1,0,0
NM0100,CAPITAN PUBLIC LIBRARY,Rural,"1,489",1,0,0
NM0101,IRENE S. SWEETKIND PUBLIC LIBRARY,Rural,569,1,0,0
NM0109,MICHAEL NIVISON PUBLIC LIBRARY,Rural,674,1,0,0
NM0110,PUEBLO DE ABIQUIU LIBRARY & CULTURAL CENTER,Rural,231,1,0,0
NM0112,ACOMA LEARNING CENTER,Rural,"3,011",1,0,0
NM0113,PUEBLO OF SANDIA LEARNING RESOURCE CENTER,Suburban,872,1,0,0
NM0114,TRUCHAS COMMUNITY LIBRARY,Rural,560,1,0,0
NM0115,PUEBLO OF SAN FELIPE COMMUNITY LIBRARY,Rural,"3,563",1,0,0
NM0116,SUNLAND PARK COMMUNITY LIBRARY,Suburban,"14,106",1,0,0
NM0119,MESCALERO COMMUNITY LIBRARY,Rural,"3,613",1,0,0
NM0121,RESERVE PUBLIC LIBRARY,Rural,289,1,0,0
NM0122,RIO ABAJO COMMUNITY LIBRARY,Rural,82,1,0,0
NM0123,SANTO DOMINGO PUEBLO LIBRARY,Town,-3,-3,-3,-3
NM0125,VISTA GRANDE PUBLIC LIBRARY,Town,"6,130",1,0,0
NM0127,GILA VALLEY LIBRARY,Rural,314,1,0,0
NM0128,PLACITAS COMMUNITY LIBRARY,Rural,"4,977",1,0,0
NM0129,TAYTSUGEH OWEENGEH LIBRARY,Rural,841,1,0,0
NM0130,TULAROSA PUBLIC LIBRARY,Town,"2,842",1,0,0
NM0131,VILLAGE OF CORONA PUBLIC LIBRARY,Rural,172,1,0,0
NM0132,TALPA COMMUNITY CENTER LIBRARY,Town,778,1,0,0
NM0133,PÒE TSÁWÄ COMMUNITY LIBRARY,Town,"1,143",1,0,0
NM0134,QUESTA PUBLIC LIBRARY,Rural,"1,770",1,0,0
NM0135,VALLECITOS COMMUNITY CENTER AND LIBRARY,Rural,141,1,0,0
NM0136,DAVID F. CARGO EL VALLE DE ANTON CHICO LIBRARY,Rural,188,1,0,0
NM0137,ANTHONY PUBLIC LIBRARY,Suburban,"9,360",1,0,0
NM0138,TORREON COMMUNITY LIBRARY,Rural,-3,-3,-3,-3
NM0139,DAVID F. CARGO LIBRARY @ VILLANUEVA,Rural,229,1,0,0
NM0141,CARRIZOZO COMMUNITY PUBLIC LIBRARY,Rural,996,1,0,0
NV0001,AMARGOSA VALLEY LIBRARY DISTRICT,Rural,"1,401",1,0,0
NV0002,BEATTY LIBRARY DISTRICT,Rural,959,1,0,0
NV0003,BOULDER CITY LIBRARY DISTRICT,Town,"15,189",1,0,0
NV0004,CHURCHILL COUNTY LIBRARY,Town,"26,310",1,0,0
NV0005,PAHRUMP COMMUNITY LIBRARY,Town,"41,940",1,0,0
NV0006,DOUGLAS COUNTY PUBLIC LIBRARY,Town,"49,661",1,1,1
NV0007,ELKO-LANDER-EUREKA COUNTY LIBRARY SYSTEM,Town,"62,639",1,9,1
NV0008,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,Suburban,"1,699,068",0,25,0
NV0012,HENDERSON DISTRICT PUBLIC LIBRARIES,City,"330,561",1,3,0
NV0013,HUMBOLDT COUNTY LIBRARY,Town,"17,202",1,2,1
NV0014,LINCOLN COUNTY LIBRARY,Rural,"5,188",1,2,1
NV0015,LYON COUNTY LIBRARY SYSTEM,Town,"58,051",1,4,0
NV0017,MINERAL COUNTY LIBRARY,Rural,"4,826",1,1,0
NV0018,NORTH LAS VEGAS LIBRARY DISTRICT,Suburban,"275,733",1,2,0
NV0019,CARSON CITY LIBRARY,City,"57,073",1,0,0
NV0020,PERSHING COUNTY LIBRARY,Rural,"6,984",1,0,0
NV0024,TONOPAH LIBRARY DISTRICT,Rural,"2,170",1,0,0
NV0025,WASHOE COUNTY LIBRARY SYSTEM,City,"485,113",1,11,0
NV0026,WHITE PINE COUNTY LIBRARY,Town,"10,293",1,0,0
NV0027,ESMERALDA COUNTY LIBRARIES,Rural,"1,000",0,3,0
NV0028,SMOKY VALLEY LIBRARY DISTRICT,Rural,"1,709",1,1,0
NY0001,MONTOUR FALLS MEMORIAL LIBRARY,Town,"1,635",1,0,0
NY0002,THE SOUTHWORTH LIBRARY ASSOCIATION,Town,"1,887",1,0,0
NY0003,HILLVIEW FREE LIBRARY,Rural,181,1,0,0
NY0004,BROOKLYN PUBLIC LIBRARY,City,"2,736,074",1,56,3
NY0005,BUFFALO AND ERIE COUNTY PUBLIC LIBRARY,City,"954,236",1,8,1
NY0006,NEWSTEAD PUBLIC LIBRARY,Town,"8,689",1,0,0
NY0007,EWELL FREE LIBRARY,Rural,"9,706",1,0,0
NY0008,ANGOLA PUBLIC LIBRARY,Suburban,"2,046",1,0,0
NY0009,BOSTON FREE LIBRARY,Suburban,"11,069",1,0,0
NY0010,CHEEKTOWAGA PUBLIC LIBRARY,City,"89,877",1,1,0
NY0011,CLARENCE PUBLIC LIBRARY,Suburban,"32,950",1,0,0
NY0012,TOWN OF COLLINS PUBLIC LIBRARY,Town,"5,894",1,0,0
NY0013,AURORA TOWN PUBLIC LIBRARY,Town,"13,943",1,0,0
NY0014,EDEN LIBRARY,Suburban,"7,573",1,0,0
NY0015,ELMA PUBLIC LIBRARY,Suburban,"11,721",1,0,0
NY0016,GOWANDA FREE LIBRARY,Town,"2,961",1,0,0
NY0017,GRAND ISLAND MEMORIAL LIBRARY,Suburban,"21,389",1,0,0
NY0018,HAMBURG PUBLIC LIBRARY,Suburban,"60,085",1,1,0
NY0019,TOWN OF TONAWANDA PUBLIC LIBRARY,Suburban,"72,636",1,1,0
NY0020,LACKAWANNA PUBLIC LIBRARY,Suburban,"19,949",1,0,0
NY0021,LANCASTER PUBLIC LIBRARY,Suburban,"45,106",1,0,0
NY0022,MARILLA FREE LIBRARY,Rural,"5,189",1,0,0
NY0023,TOWN OF NORTH COLLINS PUBLIC LIBRARY,Rural,"3,504",1,0,0
NY0024,ORCHARD PARK PUBLIC LIBRARY,Suburban,"29,686",1,0,0
NY0025,HULBERT LIBRARY OF THE TOWN OF CONCORD,Town,"8,316",1,0,0
NY0026,CITY OF TONAWANDA PUBLIC LIBRARY,Suburban,"15,129",1,0,0
NY0027,AMHERST PUBLIC LIBRARY,Suburban,"129,595",1,3,0
NY0028,WEST SENECA PUBLIC LIBRARY,Suburban,"45,500",1,0,0
NY0030,ALLEGANY PUBLIC LIBRARY,Town,"1,544",1,0,0
NY0031,CATTARAUGUS FREE LIBRARY,Rural,"1,981",1,0,0
NY0032,DELEVAN-YORKSHIRE PUBLIC LIBRARY,Rural,"3,827",1,0,0
NY0033,ELLICOTTVILLE MEMORIAL LIBRARY,Rural,"3,171",1,0,0
NY0034,BLOUNT LIBRARY,Rural,"4,457",1,0,0
NY0035,MEMORIAL LIBRARY OF LITTLE VALLEY,Rural,"1,675",1,0,0
NY0036,KING MEMORIAL LIBRARY,Rural,"2,310",1,0,0
NY0037,OLEAN PUBLIC LIBRARY,Town,"15,247",1,0,0
NY0038,PORTVILLE FREE LIBRARY,Town,"3,504",1,0,0
NY0039,RANDOLPH LIBRARY,Rural,"2,469",1,0,0
NY0040,SALAMANCA PUBLIC LIBRARY,Town,"5,929",1,0,0
