FSCS Key,Library Name,Locale,Suppression Note,Service Area Population,Internet Computers,Computer Uses,Wireless Sessions
IA0140,MURPHY HELWIG LIBRARY,Rural,,"2,978",5,"1,015","1,777"
IA0141,STRAWBERRY POINT PUBLIC LIBRARY,Rural,,"2,157",15,"1,262","1,967"
IA0142,VOLGA PUBLIC LIBRARY,Rural,,259,6,225,"1,479"
IA0143,DELHI PUBLIC LIBRARY,Rural,,"1,406",6,256,"1,108"
IA0144,RUTH SUCKOW MEMORIAL LIBRARY,Rural,,"1,849",2,62,10
IA0145,HOPKINTON PUBLIC LIBRARY,Rural,,"1,772",4,"1,508",517
IA0146,MANCHESTER PUBLIC LIBRARY,Town,,"12,502",3,"1,436","9,516"
IA0147,CARNEGIE-STOUT PUBLIC LIBRARY,City,,"60,309",106,"13,105","70,020"
IA0148,DUBUQUE COUNTY LIBRARY,Suburban,,"32,079",12,"3,314","7,150"
IA0149,NEW ALBIN PUBLIC LIBRARY,Rural,,432,5,416,921
IA0150,ANKENY KIRKENDALL PUBLIC LIBRARY,Suburban,,"77,768",41,"15,935","66,331"
IA0151,MITCHELLVILLE PUBLIC LIBRARY,Rural,,"2,514",16,"4,012","2,118"
IA0152,URBANDALE PUBLIC LIBRARY,Suburban,,"46,040",34,"14,095","42,020"
IA0153,WEST DES MOINES PUBLIC LIBRARY,City,,"69,178",36,"21,186","674,912"
IA0154,ALTOONA PUBLIC LIBRARY,Suburban,,"24,355",8,"3,150","14,560"
IA0155,GRIMES PUBLIC LIBRARY,Suburban,,"16,755",8,"5,036","44,684"
IA0156,DE SOTO PUBLIC LIBRARY,Rural,,"1,473",6,73,"1,560"
IA0157,HUXLEY PUBLIC LIBRARY,Town,,"4,605",4,603,"22,960"
IA0158,PLEASANT HILL PUBLIC LIBRARY,Suburban,,"11,615",6,"2,905","5,818"
IA0159,NEWHALL PUBLIC LIBRARY,Rural,,"1,544",4,154,"1,105"
IA0160,MARSHALLTOWN PUBLIC LIBRARY,Town,,"33,514",10,"8,954","36,349"
IA0161,GUTEKUNST PUBLIC LIBRARY,Rural,,"2,804",12,"1,073","5,200"
IA0162,MELBOURNE PUBLIC LIBRARY,Rural,,"1,091",4,416,743
IA0163,GILMAN PUBLIC LIBRARY,Rural,,560,3,468,820
IA0165,NEWTON PUBLIC LIBRARY,Town,,"23,091",9,"7,616","6,314"
IA0166,KNOXVILLE PUBLIC LIBRARY,Town,,"11,258",14,"4,384","5,966"
IA0167,PELLA PUBLIC LIBRARY,Town,,"17,745",9,"3,350","31,515"
IA0168,PALMER PUBLIC LIBRARY,Rural,,256,5,50,"1,428"
IA0169,MERRILL PUBLIC LIBRARY,Rural,,"2,096",1,308,728
IA0170,REMSEN PUBLIC LIBRARY,Rural,,"3,897",2,400,"1,379"
IA0171,FONDA PUBLIC LIBRARY,Rural,,786,7,416,"2,303"
IA0172,GILMORE CITY PUBLIC LIBRARY,Rural,,682,4,"1,194","2,600"
IA0173,HAVELOCK PUBLIC LIBRARY,Rural,,130,0,0,420
IA0174,LAURENS PUBLIC LIBRARY,Rural,,"1,743",8,935,"5,412"
IA0175,POCAHONTAS PUBLIC LIBRARY,Rural,,"2,974",10,"2,669","3,094"
IA0176,ROLFE PUBLIC LIBRARY,Rural,,653,5,564,"2,404"
IA0177,VARINA PUBLIC LIBRARY,Rural,,68,,60,
IA0177,VARINA PUBLIC LIBRARY,Rural,Data Note: Missing,68,-1,,-1
IA0178,ALTON PUBLIC LIBRARY,Town,,"2,066",7,"1,052","2,502"
IA0179,BOYDEN PUBLIC LIBRARY,Rural,,915,5,"1,240",544
IA0180,HAWARDEN PUBLIC LIBRARY,Rural,,"3,398",4,"1,200","6,956"
IA0181,HULL PUBLIC LIBRARY,Rural,,"3,025",8,936,"2,533"
IA0182,ORANGE CITY PUBLIC LIBRARY,Town,,"7,533",14,"8,337","9,448"
IA0183,ROCK VALLEY PUBLIC LIBRARY,Town,,"5,547",11,"1,443","5,582"
IA0184,SIOUX CENTER PUBLIC LIBRARY,Town,,"12,096",41,"40,395","21,719"
IA0185,SOMERS PUBLIC LIBRARY,Rural,,301,4,90,0
IA0186,COON RAPIDS PUBLIC LIBRARY,Rural,,"1,904",7,"1,555","2,429"
IA0187,MANNING PUBLIC LIBRARY,Rural,,"1,623",7,333,"1,699"
IA0188,NEW VIRGINIA PUBLIC LIBRARY,Rural,,801,2,19,"3,347"
IA0189,FIELD-CARNEGIE PUBLIC LIBRARY,Rural,,"1,193",4,271,"1,082"
IA0190,SAC CITY PUBLIC LIBRARY,Rural,,"2,587",11,384,0
IA0191,IONIA COMMUNITY LIBRARY,Rural,,564,3,149,506
IA0192,POLK CITY COMMUNITY LIBRARY,Town,,"6,325",11,352,"3,588"
IA0193,ERICSON PUBLIC LIBRARY,Town,,"19,221",31,"9,562","13,441"
IA0194,MADRID PUBLIC LIBRARY,Rural,,"3,822",11,"3,710","3,184"
IA0195,LEONARD A. GOOD COMMUNITY LIBRARY,Rural,,"3,395",3,682,0
IA0196,WAUCOMA PUBLIC LIBRARY,Rural,,229,,203,
IA0196,WAUCOMA PUBLIC LIBRARY,Rural,Data Note: Missing,229,-1,,-1
IA0197,MARTELLE COMMUNITY LIBRARY AND HISTORICAL MUSEUM,Rural,,329,1,52,414
IA0198,ELY PUBLIC LIBRARY,Suburban,,"3,377",9,831,"2,716"
IA0200,ALBION MUNICIPAL LIBRARY,Rural,,479,4,446,"1,143"
IA0201,LOWDEN PUBLIC LIBRARY,Rural,,"1,604",8,"1,100","1,019"
IA0202,KEOKUK PUBLIC LIBRARY,Town,,"10,718",12,"1,790","17,872"
IA0203,BIRMINGHAM PUBLIC LIBRARY,Rural,,367,,326,
IA0203,BIRMINGHAM PUBLIC LIBRARY,Rural,Data Note: Missing,367,-1,,-1
IA0204,BONAPARTE PUBLIC LIBRARY,Rural,,566,5,122,"2,424"
IA0205,FARMINGTON PUBLIC LIBRARY,Rural,,"2,001",6,286,331
IA0206,KEOSAUQUA PUBLIC LIBRARY,Rural,,"3,393",7,261,161
IA0207,MILTON PUBLIC LIBRARY,Rural,,380,,337,
IA0207,MILTON PUBLIC LIBRARY,Rural,Data Note: Missing,380,-1,,-1
IA0208,STOCKPORT PUBLIC LIBRARY,Rural,,272,,241,
IA0208,STOCKPORT PUBLIC LIBRARY,Rural,Data Note: Missing,272,-1,,-1
IA0209,DONNELLSON PUBLIC LIBRARY,Rural,,"4,554",7,"1,225",0
IA0210,BUSSEY COMMUNITY LIBRARY,Rural,,478,4,160,659
IA0211,FORT MADISON PUBLIC LIBRARY,Town,,"13,904",6,"2,126","1,018"
IA0212,MONTROSE PUBLIC LIBRARY,Rural,,906,2,495,196
IA0213,WEST POINT PUBLIC LIBRARY,Rural,,"3,472",7,860,866
IA0214,HILLSBORO PUBLIC LIBRARY,Rural,,163,,145,
IA0214,HILLSBORO PUBLIC LIBRARY,Rural,Data Note: Missing,163,-1,,-1
IA0215,CANTRIL PUBLIC LIBRARY,Rural,,224,,199,
IA0215,CANTRIL PUBLIC LIBRARY,Rural,Data Note: Missing,224,-1,,-1
IA0216,H.J. NUGEN PUBLIC LIBRARY,Rural,,"3,862",10,"6,295","25,091"
IA0217,CREW PUBLIC LIBRARY,Rural,,532,11,188,0
IA0218,WINFIELD PUBLIC LIBRARY,Rural,,"2,835",4,478,"3,425"
IA0219,BURLINGTON PUBLIC LIBRARY,Town,,"34,231",34,"19,090","12,303"
IA0220,MEDIAPOLIS PUBLIC LIBRARY,Rural,,"3,752",6,918,"2,217"
IA0221,MOUNT PLEASANT PUBLIC LIBRARY,Town,,"13,541",16,"3,889","8,545"
IA0222,COULTER PUBLIC LIBRARY,Rural,,"1,046",3,50,"1,283"
IA0223,PIONEER HERITAGE LIBRARY,Rural,,"1,146",4,156,15
IA0224,THOMPSON PUBLIC LIBRARY,Rural,,564,4,156,364
IA0225,SIOUX CITY PUBLIC LIBRARY,City,,"85,797",22,"10,021","86,270"
IA0226,ELK HORN PUBLIC LIBRARY,Rural,,"1,006",5,728,"1,306"
IA0227,HAMANN MEMORIAL LIBRARY,Rural,,545,4,"1,450","2,541"
IA0228,CORRECTIONVILLE PUBLIC LIBRARY,Rural,,766,6,122,0
IA0229,WOODBURY COUNTY LIBRARY,Rural,,"12,004",8,528,"7,614"
IA0230,SLOAN PUBLIC LIBRARY,Rural,,"1,427",6,520,"2,068"
IA0231,AUDUBON PUBLIC LIBRARY,Rural,,"3,577",3,324,727
IA0232,EARLY PUBLIC LIBRARY,Rural,,827,2,318,926
IA0234,EXIRA PUBLIC LIBRARY,Rural,,"1,602",8,841,"2,575"
IA0235,LAKE VIEW PUBLIC LIBRARY,Rural,,"1,346",5,780,"1,551"
IA0236,NORWAY PUBLIC LIBRARY,Rural,,578,,513,
IA0236,NORWAY PUBLIC LIBRARY,Rural,Data Note: Missing,578,-1,,-1
IA0237,ARCHER PUBLIC LIBRARY,Rural,,117,,104,
IA0237,ARCHER PUBLIC LIBRARY,Rural,Data Note: Missing,117,-1,,-1
IA0238,WALL LAKE PUBLIC LIBRARY,Rural,,"1,773",6,"1,025","1,288"
IA0239,LEDYARD PUBLIC LIBRARY,Rural,,147,4,634,462
IA0240,ROBERT W. BARLOW MEMORIAL LIBRARY,Town,,"6,768",13,"3,133","5,231"
IA0241,RADCLIFFE PUBLIC LIBRARY,Rural,,974,4,610,"1,137"
IA0242,STEAMBOAT ROCK PUBLIC LIBRARY,Rural,,357,12,217,"6,181"
IA0243,UNION PUBLIC LIBRARY,Rural,,"1,044",3,63,"2,506"
IA0244,BODE PUBLIC LIBRARY,Rural,,352,7,"1,379",297
IA0245,HUMBOLDT PUBLIC LIBRARY,Town,,"7,655",7,856,"8,666"
IA0246,LIVERMORE PUBLIC LIBRARY,Rural,,557,5,137,200
IA0247,ALTA VISTA PUBLIC LIBRARY,Rural,,494,4,650,509
IA0248,LUVERNE PUBLIC LIBRARY,Rural,,346,4,832,712
IA0249,RENWICK PUBLIC LIBRARY,Rural,,263,1,52,0
IA0250,RUDD PUBLIC LIBRARY,Rural,,476,2,40,0
IA0251,ALGONA PUBLIC LIBRARY,Town,,"7,956",18,700,"4,206"
IA0252,BANCROFT PUBLIC LIBRARY,Rural,,"1,779",7,"2,184","1,456"
IA0253,BURT PUBLIC LIBRARY,Rural,,513,2,234,0
IA0254,LAKOTA PUBLIC LIBRARY,Rural,,653,4,518,330
IA0255,SWEA CITY PUBLIC LIBRARY,Rural,,633,5,120,879
IA0256,TITONKA PUBLIC LIBRARY,Rural,,699,4,364,"1,427"
IA0257,WESLEY PUBLIC LIBRARY,Rural,,526,6,"1,425","2,186"
IA0258,WEST BEND PUBLIC LIBRARY,Rural,,"1,896",8,570,"3,096"
IA0259,WHITTEMORE PUBLIC LIBRARY,Rural,,930,6,215,"1,254"
IA0260,CALLENDER HERITAGE PUBLIC LIBRARY,Rural,,369,7,288,755
IA0261,DAYTON PUBLIC LIBRARY,Rural,,"1,320",3,520,"1,650"
IA0262,FORT DODGE PUBLIC LIBRARY,Town,,"31,370",18,"5,427","1,159"
IA0263,GOWRIE PUBLIC LIBRARY,Rural,,"1,309",3,960,"1,045"
IA0264,HARCOURT PUBLIC LIBRARY,Rural,,294,2,385,167
IA0265,LEHIGH PUBLIC LIBRARY,Rural,,415,3,156,"1,045"
IA0266,BUFFALO CENTER PUBLIC LIBRARY,Rural,,"1,228",2,72,717
IA0267,FOREST CITY PUBLIC LIBRARY,Town,,"4,951",4,912,"2,614"
IA0268,LAKE MILLS PUBLIC LIBRARY,Rural,,"3,812",4,666,205
IA0269,RAKE PUBLIC LIBRARY,Rural,,232,6,"1,540",928
IA0270,ROCKFORD PUBLIC LIBRARY,Rural,,758,10,520,830
IA0271,BELMOND PUBLIC LIBRARY,Rural,,"3,683",5,851,"1,634"
IA0272,FENTON PUBLIC LIBRARY,Rural,,656,4,985,"1,541"
IA0273,CLARION PUBLIC LIBRARY,Town,,"2,969",14,"6,240","2,654"
IA0274,EAGLE GROVE MEMORIAL LIBRARY,Town,,"5,302",9,787,"19,741"
IA0275,ROWAN PUBLIC LIBRARY,Rural,,529,3,147,670
IA0276,NORA SPRINGS PUBLIC LIBRARY,Rural,,"1,743",10,545,718
IA0277,FERTILE PUBLIC LIBRARY,Rural,,697,4,222,0
IA0278,GRAFTON PUBLIC LIBRARY,Rural,,216,,192,
IA0278,GRAFTON PUBLIC LIBRARY,Rural,Data Note: Missing,216,-1,,-1
IA0279,KINNEY MEMORIAL LIBRARY,Rural,,279,2,325,0
IA0280,JOICE PUBLIC LIBRARY,Rural,,741,11,452,"1,251"
IA0281,KENSETT PUBLIC LIBRARY,Rural,,456,3,312,"1,613"
IA0282,MANLY PUBLIC LIBRARY,Rural,,"1,794",9,"3,120","2,610"
IA0283,NORTHWOOD PUBLIC LIBRARY,Rural,,"3,636",3,520,0
IA0284,OSAGE PUBLIC LIBRARY,Town,,"4,860",14,"1,227","3,252"
IA0285,RICEVILLE PUBLIC LIBRARY,Rural,,"2,016",8,"2,312","3,222"
IA0286,NISSEN PUBLIC LIBRARY,Rural,,"2,202",3,"3,702",681
IA0287,STACYVILLE PUBLIC LIBRARY,Rural,,"2,364",6,161,"1,523"
IA0288,CHARLES CITY PUBLIC LIBRARY,Town,,"12,236",12,"2,242","9,845"
IA0289,MARBLE ROCK PUBLIC LIBRARY,Rural,,568,4,25,12
IA0290,CLARE PUBLIC LIBRARY,Rural,,480,1,10,0
IA0291,BEDFORD PUBLIC LIBRARY,Rural,,"2,383",5,372,"1,035"
IA0292,LENOX PUBLIC LIBRARY,Rural,,"1,826",6,465,"1,883"
IA0293,CORNING PUBLIC LIBRARY,Rural,,"3,393",6,780,"1,903"
IA0294,PRESCOTT PUBLIC LIBRARY,Rural,,191,2,78,"1,049"
IA0295,SIGOURNEY PUBLIC LIBRARY,Rural,,"4,165",8,"1,680","2,804"
IA0296,SOUTH ENGLISH PUBLIC LIBRARY,Rural,,208,2,45,709
IA0297,WHAT CHEER PUBLIC LIBRARY,Rural,,"1,566",3,175,761
IA0298,STILWELL PUBLIC LIBRARY,Rural,,"1,592",3,330,"1,248"
IA0299,EDDYVILLE PUBLIC LIBRARY,Rural,,"2,744",2,914,145
IA0300,GARRISON PUBLIC LIBRARY,Rural,,558,3,139,877
IA0301,BATAVIA PUBLIC LIBRARY,Rural,,430,,381,
IA0301,BATAVIA PUBLIC LIBRARY,Rural,Data Note: Missing,430,-1,,-1
IA0302,SPILLVILLE PUBLIC LIBRARY,Rural,,439,6,"1,570","1,799"
IA0303,PLAINFIELD PUBLIC LIBRARY,Rural,,618,6,104,231
IA0304,JEFFERSON PUBLIC LIBRARY,Town,,"5,136",11,"1,149","8,496"
IA0305,ADAIR PUBLIC LIBRARY,Rural,,791,2,130,130
IA0306,CASEY PUBLIC LIBRARY,Rural,,393,5,"1,560","3,506"
IA0307,FONTANELLE PUBLIC LIBRARY,Rural,,"1,262",6,"10,142","3,345"
IA0308,GREENFIELD PUBLIC LIBRARY,Rural,,"3,897",8,421,"3,040"
IA0309,STUART PUBLIC LIBRARY,Rural,,"2,266",8,"1,501","1,709"
IA0310,CHURDAN PUBLIC LIBRARY,Rural,,"1,450",3,654,"1,260"
IA0311,GRAND JUNCTION PUBLIC LIBRARY,Rural,,821,5,182,"1,668"
IA0312,REMBRANDT PUBLIC LIBRARY,Rural,,209,,185,
IA0312,REMBRANDT PUBLIC LIBRARY,Rural,Data Note: Missing,209,-1,,-1
IA0313,WILLIAM PATON PUBLIC LIBRARY,Rural,,322,7,495,"1,873"
IA0314,RIPPEY PUBLIC LIBRARY,Rural,,327,4,300,450
IA0316,BAYARD PUBLIC LIBRARY,Rural,,"1,420",6,800,"12,871"
IA0317,MARY J. BARNETT MEMORIAL LIBRARY,Rural,,"2,279",7,847,"3,525"
IA0318,JAMAICA PUBLIC LIBRARY,Rural,,462,1,15,174
IA0319,MENLO PUBLIC LIBRARY,Rural,,434,8,416,"2,562"
IA0320,PANORA PUBLIC LIBRARY,Rural,,"4,068",6,260,0
IA0323,MANSON PUBLIC LIBRARY,Rural,,"2,064",5,"1,300",911
IA0324,ROCKWELL CITY PUBLIC LIBRARY,Rural,,"2,718",12,"1,872","1,184"
IA0325,CARROLL PUBLIC LIBRARY,Town,,"15,640",8,"3,171","4,353"
IA0326,CEDAR FALLS PUBLIC LIBRARY,City,,"42,012",67,"26,925","64,692"
IA0327,DUNKERTON PUBLIC LIBRARY,Rural,,"3,231",13,190,"1,654"
IA0328,HUDSON PUBLIC LIBRARY,Suburban,,"3,769",9,"3,178","2,477"
IA0329,JANESVILLE PUBLIC LIBRARY,Rural,,"1,299",1,70,935
IA0330,HAWKINS MEMORIAL LIBRARY,Rural,,"4,470",6,426,"1,506"
IA0331,WATERLOO PUBLIC LIBRARY,City,,"70,813",69,"17,539","24,926"
IA0332,EVANSDALE PUBLIC LIBRARY,Suburban,,"6,541",7,"1,672","1,762"
IA0333,DENVER PUBLIC LIBRARY,Rural,,"3,533",9,"1,046","1,754"
IA0334,JAMES KENNEDY PUBLIC LIBRARY,Town,,"5,119",11,"3,699","4,837"
IA0335,READLYN COMMUNITY LIBRARY,Rural,,"1,062",5,405,"1,102"
IA0336,SUMNER PUBLIC LIBRARY,Rural,,"2,635",5,882,"2,174"
IA0337,TRIPOLI PUBLIC LIBRARY,Rural,,"1,705",6,"1,300",807
IA0338,WAVERLY PUBLIC LIBRARY,Town,,"14,259",25,"8,509","7,844"
IA0339,FAIRBANK PUBLIC LIBRARY,Rural,,"2,760",6,639,0
IA0340,INDEPENDENCE PUBLIC LIBRARY,Town,,"11,932",16,"5,308","3,015"
IA0341,JESUP PUBLIC LIBRARY,Rural,,"6,866",13,"2,668","3,624"
IA0342,LAMONT PUBLIC LIBRARY,Rural,,"1,871",5,466,"2,327"
IA0343,WINTHROP PUBLIC LIBRARY,Rural,,"2,368",7,696,807
IA0344,ALLISON PUBLIC LIBRARY,Rural,,"1,547",6,"2,069","1,232"
IA0345,APLINGTON LEGION MEMORIAL LIBRARY,Rural,,"2,035",7,643,"4,663"
IA0346,CLARKSVILLE PUBLIC LIBRARY,Rural,,"2,345",6,"1,021","2,591"
IA0348,GREENE PUBLIC LIBRARY,Rural,,"1,464",9,"1,395","2,830"
IA0349,ELIZABETH RASMUSSEN MARTIN MEMORIAL LIBRARY,Rural,,988,12,133,"3,388"
IA0350,KOTHE MEMORIAL LIBRARY,Rural,,"3,049",5,"1,125","1,231"
IA0351,ELBERON PUBLIC LIBRARY,Rural,,184,,163,
IA0351,ELBERON PUBLIC LIBRARY,Rural,Data Note: Missing,184,-1,,-1
IA0352,FAIRFAX PUBLIC LIBRARY,Suburban,,"4,484",3,423,"1,363"
IA0353,WILTON PUBLIC LIBRARY,Town,,"4,117",13,"2,639","5,486"
IA0354,BETTENDORF PUBLIC LIBRARY INFORMATION CENTER,Suburban,,"39,102",27,"16,439",0
IA0355,DAVENPORT PUBLIC LIBRARY,City,,"101,724",122,"32,998","67,916"
IA0356,SCOTT COUNTY LIBRARY SYSTEM,Suburban,,"30,876",32,"5,703","54,197"
IA0357,BENNETT PUBLIC LIBRARY,Rural,,"1,190",4,80,751
IA0358,BELLEVUE PUBLIC LIBRARY,Town,,"7,085",7,"1,130",0
IA0359,MAQUOKETA PUBLIC LIBRARY,Town,,"10,586",13,"4,997","8,525"
IA0360,KRABBENHOFT PUBLIC LIBRARY,Town,,914,,594,
IA0360,KRABBENHOFT PUBLIC LIBRARY,Town,Data Note: Missing,914,-1,,-1
IA0361,PRESTON PUBLIC LIBRARY,Rural,,"3,005",4,"1,253",636
IA0362,BELLE PLAINE COMMUNITY LIBRARY,Rural,,"3,048",12,712,"2,601"
IA0363,BLAIRSTOWN PUBLIC LIBRARY,Rural,,"1,575",3,149,"3,965"
IA0364,SCHROEDER PUBLIC LIBRARY,Rural,,"1,599",5,425,244
IA0365,VAN HORNE PUBLIC LIBRARY,Rural,,"1,473",6,78,465
IA0366,VINTON PUBLIC LIBRARY,Town,,"7,371",5,756,"1,722"
IA0367,NORMA ANDERS PUBLIC LIBRARY,Rural,,"2,081",8,352,757
IA0368,GARWIN PUBLIC LIBRARY,Rural,,791,7,875,"6,061"
IA0369,GLADBROOK PUBLIC LIBRARY,Rural,,"1,413",2,430,900
IA0370,LOUISE & LUCILE HINK/TAMA PUBLIC LIBRARY,Town,,"4,208",7,428,"2,942"
IA0371,TOLEDO PUBLIC LIBRARY,Town,,"3,518",5,733,"1,129"
IA0372,TRAER PUBLIC LIBRARY,Rural,,"4,084",10,"1,492","2,627"
IA0373,CEDAR RAPIDS PUBLIC LIBRARY,City,,"145,827",122,"52,118","106,275"
IA0374,ANDERSEN CENTER POINT PUBLIC LIBRARY,Rural,,"9,156",18,"7,256","4,835"
IA0375,PLOVER PUBLIC LIBRARY,Rural,,55,3,52,358
IA0376,WEBB SHADLE PUBLIC LIBRARY,Rural,,"2,034",5,792,"2,471"
IA0377,DUNCOMBE PUBLIC LIBRARY,Rural,,600,3,156,720
IA0378,INDIANOLA PUBLIC LIBRARY,Town,,"24,311",6,"2,803","4,976"
IA0379,MILO PUBLIC LIBRARY,Rural,,"1,742",2,156,"2,871"
IA0380,NORWALK EASTER PUBLIC LIBRARY,Suburban,,"16,774",11,"4,680","19,633"
IA0381,CARLISLE PUBLIC LIBRARY,Town,,"6,925",7,"1,735","3,091"
IA0382,LYTTON PUBLIC LIBRARY,Rural,,388,2,120,"1,669"
IA0383,POSTVILLE PUBLIC LIBRARY,Rural,,"3,096",8,"1,248","5,753"
IA0384,ROBEY MEMORIAL LIBRARY,Town,,"8,005",8,"4,000","6,235"
IA0385,CLERMONT PUBLIC LIBRARY,Rural,,712,4,104,"1,099"
IA0386,ELGIN PUBLIC LIBRARY,Rural,,"1,382",7,826,"2,068"
IA0387,FAYETTE COMMUNITY LIBRARY,Rural,,"1,539",6,984,"2,713"
IA0388,HAWKEYE PUBLIC LIBRARY,Rural,,610,6,104,0
IA0389,ARLINGTON PUBLIC LIBRARY,Rural,,882,4,34,"1,306"
IA0390,MAYNARD COMMUNITY LIBRARY,Rural,,"1,537",10,244,382
IA0391,OELWEIN PUBLIC LIBRARY,Town,,"7,263",16,"2,924","7,560"
IA0392,WADENA PUBLIC LIBRARY,Rural,,267,4,346,"1,346"
IA0394,WESTGATE PUBLIC LIBRARY,Rural,,409,3,196,404
IA0395,CONRAD PUBLIC LIBRARY,Rural,,"2,024",17,807,320
IA0396,KLING MEMORIAL LIBRARY,Rural,,"4,454",13,"1,168","2,872"
IA0397,REINBECK PUBLIC LIBRARY,Rural,,"2,367",5,660,"3,002"
IA0398,WELLSBURG PUBLIC LIBRARY,Rural,,"1,369",14,853,"1,517"
IA0399,MEEHAN MEMORIAL LANSING PUBLIC LIBRARY,Rural,,"1,468",6,"1,901","5,038"
IA0400,CRESCO PUBLIC LIBRARY,Town,,"6,050",10,"4,029","3,207"
IA0401,ELMA PUBLIC LIBRARY,Rural,,"1,214",6,"1,130",755
IA0402,LIME SPRINGS PUBLIC LIBRARY,Rural,,"1,626",8,406,"1,213"
IA0403,CALMAR PUBLIC LIBRARY,Rural,,"1,681",6,164,21
IA0404,DECORAH PUBLIC LIBRARY,Town,,"15,736",10,"5,567","14,219"
IA0405,FORT ATKINSON PUBLIC LIBRARY,Rural,,730,3,40,96
IA0406,OSSIAN PUBLIC LIBRARY,Rural,,"1,027",3,484,993
IA0407,SHELDON PUBLIC LIBRARY,Town,,"6,222",8,972,"3,022"
IA0408,ALBERT CITY PUBLIC LIBRARY,Rural,,"1,196",9,"1,358",225
IA0409,ALTA COMMUNITY LIBRARY,Rural,,"2,913",6,300,0
IA0410,LINN GROVE PUBLIC LIBRARY,Rural,,428,1,10,0
IA0411,MARATHON PUBLIC LIBRARY,Rural,,727,4,142,0
IA0412,NEWELL PUBLIC LIBRARY,Rural,,"1,185",5,859,603
IA0413,SIOUX RAPIDS MEMORIAL LIBRARY,Rural,,968,5,678,493
IA0414,STORM LAKE PUBLIC LIBRARY,Town,,"12,428",3,947,"5,316"
IA0416,CHEROKEE PUBLIC LIBRARY,Town,,"7,451",15,"4,200","9,527"
IA0417,M-C COMMUNITY LIBRARY,Rural,,949,5,"1,800",40
IA0418,MARCUS PUBLIC LIBRARY,Rural,,"1,433",5,"1,152",622
IA0419,QUIMBY PUBLIC LIBRARY,Rural,,285,4,156,0
IA0421,KIRCHNER FRENCH MEMORIAL LIBRARY,Rural,,637,3,161,501
IA0422,ROYAL PUBLIC LIBRARY,Rural,,795,2,149,31
IA0423,SPENCER PUBLIC LIBRARY,Town,,"13,228",18,"4,310","17,264"
IA0424,WEBB PUBLIC LIBRARY,Rural,,138,,122,
IA0424,WEBB PUBLIC LIBRARY,Rural,Data Note: Missing,138,-1,,-1
IA0425,ARNOLDS PARK PUBLIC LIBRARY,Town,,"2,500",6,"6,240","2,478"
IA0426,LAKE PARK PUBLIC LIBRARY,Rural,,"1,471",3,446,"5,736"
IA0427,MILFORD MEMORIAL LIBRARY,Town,,"4,376",6,924,"3,120"
IA0428,SPIRIT LAKE PUBLIC LIBRARY,Town,,"10,537",7,"1,560","3,013"
IA0429,TERRIL PUBLIC LIBRARY,Rural,,406,4,520,425
IA0430,ARMSTRONG PUBLIC LIBRARY,Rural,,"1,001",3,69,446
IA0431,SHENANDOAH PUBLIC LIBRARY,Town,,"7,415",5,"1,647","12,841"
IA0432,LIED PUBLIC LIBRARY-CLARINDA,Town,,"7,426",12,"4,411","1,560"
IA0433,LIED PUBLIC LIBRARY-ESSEX,Rural,,"1,523",4,129,"1,179"
IA0434,ELLIOTT PUBLIC LIBRARY,Rural,,338,,300,
IA0434,ELLIOTT PUBLIC LIBRARY,Rural,Data Note: Missing,338,-1,,-1
IA0435,RED OAK PUBLIC LIBRARY,Town,,"7,350",7,"2,496","2,208"
IA0436,STANTON PUBLIC LIBRARY,Rural,,"1,098",10,765,"22,191"
IA0437,VILLISCA PUBLIC LIBRARY,Rural,,"1,432",7,353,"1,009"
IA0438,GLENWOOD PUBLIC LIBRARY,Town,,"12,221",10,"1,685","7,619"
IA0439,LEWIS PUBLIC LIBRARY,Rural,,363,5,768,"1,411"
IA0440,MALVERN PUBLIC LIBRARY,Rural,,"1,171",6,651,"3,077"
IA0441,SILVER CITY PUBLIC LIBRARY,Rural,,252,5,389,832
IA0442,EMERSON PUBLIC LIBRARY,Rural,,457,3,156,"1,853"
IA0443,HAMBURG PUBLIC LIBRARY,Rural,,"1,013",4,237,"1,660"
IA0444,RANDOLPH PUBLIC LIBRARY,Rural,,189,,168,
IA0444,RANDOLPH PUBLIC LIBRARY,Rural,Data Note: Missing,189,-1,,-1
IA0445,SIDNEY PUBLIC LIBRARY,Rural,,"1,901",5,405,"3,582"
IA0446,LAKIN LIBRARY & ENVISIONING CENTER,Rural,,"2,815",6,703,"3,099"
IA0447,ANITA PUBLIC LIBRARY,Rural,,"1,043",9,419,"3,022"
IA0448,ATLANTIC PUBLIC LIBRARY,Town,,"7,687",20,"3,233","10,588"
IA0449,CUMBERLAND PUBLIC LIBRARY,Rural,,"2,547",6,11,216
IA0450,GRISWOLD PUBLIC LIBRARY,Rural,,"1,084",22,821,"1,778"
IA0451,MASSENA PUBLIC LIBRARY,Rural,,402,4,156,840
IA0452,AVOCA PUBLIC LIBRARY,Rural,,"5,922",7,916,"4,142"
IA0453,COUNCIL BLUFFS PUBLIC LIBRARY,City,,"80,239",51,"18,512","18,702"
IA0454,ECKELS MEMORIAL LIBRARY,Rural,,"3,297",6,363,"1,235"
IA0455,WALNUT PUBLIC LIBRARY,Rural,,"1,081",7,260,210
IA0456,BONDURANT COMMUNITY LIBRARY,Suburban,,"10,363",42,"3,046","11,353"
